,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C27-15,-401.748034,0.000000,0.000000
C27-16,-443.653261,0.000000,0.000000
C27-17,-471.616740,0.000000,0.000000
C27-18,-451.220909,0.000000,0.000000
C27-19,-409.618981,0.000000,0.000000
C27-20,-436.582100,0.000000,0.000000
C27-21,-431.854822,0.000000,0.000000
C27-22,-387.754823,0.000000,0.000000
C27-23,-443.178668,0.000000,0.000000
C27-24,-486.315122,0.000000,0.000000
C28-1,280.768854,0.000000,0.000000
C28-2,268.958813,0.000000,0.000000
C28-3,272.169379,0.000000,0.000000
C28-4,285.425427,0.000000,0.000000
C28-5,199.805002,0.000000,0.000000
C28-6,274.606420,0.000000,0.000000
C28-7,286.770325,0.000000,0.000000
C28-8,212.577676,0.000000,0.000000
C28-9,161.722292,0.000000,0.000000
C28-10,108.734246,0.000000,0.000000
C28-11,186.831491,0.000000,0.000000
C28-12,-113.915120,0.000000,0.000000
C28-13,-16.850488,0.000000,0.000000
C28-14,-118.129500,0.000000,0.000000
C28-15,141.151767,0.000000,0.000000
C28-16,261.503647,0.000000,0.000000
C28-17,269.056036,0.000000,0.000000
C28-18,259.835307,0.000000,0.000000
C28-19,234.207845,0.000000,0.000000
C28-20,254.389236,0.000000,0.000000
C28-21,252.324315,0.000000,0.000000
C28-22,229.552028,0.000000,0.000000
C28-23,271.995082,0.000000,0.000000
C28-24,295.134070,0.000000,0.000000
C29-1,281.170392,0.000000,0.000000
C29-2,270.325504,0.000000,0.000000
C29-3,282.215281,0.000000,0.000000
C29-4,269.102341,0.000000,0.000000
C29-5,190.852631,0.000000,0.000000
C29-6,287.075517,0.000000,0.000000
C29-7,292.463822,0.000000,0.000000
C29-8,278.521646,0.000000,0.000000
C29-9,329.103766,0.000000,0.000000
C29-10,341.043866,0.000000,0.000000
C29-11,321.468097,0.000000,0.000000
C29-12,90.384756,0.000000,0.000000
C29-13,178.410071,0.000000,0.000000
C29-14,101.298346,0.000000,0.000000
C29-15,323.286294,0.000000,0.000000
C29-16,309.660582,0.000000,0.000000
C29-17,313.757465,0.000000,0.000000
C29-18,324.967529,0.000000,0.000000
C29-19,306.223578,0.000000,0.000000
C29-20,311.135469,0.000000,0.000000
C29-21,302.520662,0.000000,0.000000
C29-22,272.394907,0.000000,0.000000
C29-23,282.288465,0.000000,0.000000
C29-24,292.998914,0.000000,0.000000
C30-1,-10.874998,0.000000,0.000000
C30-2,-11.058878,0.000000,0.000000
C30-3,-1.888033,0.000000,0.000000
C30-4,-3.457149,0.000000,0.000000
C30-5,-4.499707,0.000000,0.000000
C30-6,6.840790,0.000000,0.000000
C30-7,12.126443,0.000000,0.000000
C30-8,12.868545,0.000000,0.000000
C30-9,2.398848,0.000000,0.000000
C30-10,-5.331855,0.000000,0.000000
C30-11,13.136187,0.000000,0.000000
C30-12,-34.644042,0.000000,0.000000
C30-13,13.088542,0.000000,0.000000
C30-14,1.037931,0.000000,0.000000
C30-15,14.740673,0.000000,0.000000
C30-16,11.294490,0.000000,0.000000
C30-17,-10.007538,0.000000,0.000000
C30-18,-7.505104,0.000000,0.000000
C30-19,-11.200893,0.000000,0.000000
C30-20,-11.184235,0.000000,0.000000
C30-21,-12.908817,0.000000,0.000000
C30-22,-15.583064,0.000000,0.000000
C30-23,-9.858800,0.000000,0.000000
C30-24,-5.830703,0.000000,0.000000
C31-1-1,69.555379,0.000000,0.000000
C31-1-2,67.240655,0.000000,0.000000
C31-1-3,73.475246,0.000000,0.000000
C31-1-4,67.392835,0.000000,0.000000
C31-1-5,27.583228,0.000000,0.000000
C31-1-6,71.138438,0.000000,0.000000
C31-1-7,65.483888,0.000000,0.000000
C31-1-8,52.429045,0.000000,0.000000
C31-1-9,72.926843,0.000000,0.000000
C31-1-10,75.288779,0.000000,0.000000
C31-1-11,63.341293,0.000000,0.000000
C31-1-12,-53.201168,0.000000,0.000000
C31-1-13,-8.977818,0.000000,0.000000
C31-1-14,-47.639027,0.000000,0.000000
C31-1-15,64.276728,0.000000,0.000000
C31-1-16,57.858921,0.000000,0.000000
C31-1-17,57.431722,0.000000,0.000000
C31-1-18,51.264293,0.000000,0.000000
C31-1-19,41.865981,0.000000,0.000000
C31-1-20,47.614001,0.000000,0.000000
C31-1-21,46.967386,0.000000,0.000000
C31-1-22,38.725688,0.000000,0.000000
C31-1-23,53.048298,0.000000,0.000000
C31-1-24,66.673215,0.000000,0.000000
C31-2-1,69.555379,0.000000,0.000000
C31-2-2,67.240655,0.000000,0.000000
C31-2-3,73.475246,0.000000,0.000000
C31-2-4,67.392835,0.000000,0.000000
C31-2-5,27.583228,0.000000,0.000000
C31-2-6,71.138438,0.000000,0.000000
C31-2-7,65.483888,0.000000,0.000000
C31-2-8,52.429045,0.000000,0.000000
C31-2-9,72.926843,0.000000,0.000000
C31-2-10,75.288779,0.000000,0.000000
C31-2-11,63.341293,0.000000,0.000000
C31-2-12,-53.201168,0.000000,0.000000
C31-2-13,-8.977818,0.000000,0.000000
C31-2-14,-47.639027,0.000000,0.000000
C31-2-15,64.276728,0.000000,0.000000
C31-2-16,57.858921,0.000000,0.000000
C31-2-17,57.431722,0.000000,0.000000
C31-2-18,51.264293,0.000000,0.000000
C31-2-19,41.865981,0.000000,0.000000
C31-2-20,47.614001,0.000000,0.000000
C31-2-21,46.967386,0.000000,0.000000
C31-2-22,38.725688,0.000000,0.000000
C31-2-23,53.048298,0.000000,0.000000
C31-2-24,66.673215,0.000000,0.000000
C32-1-1,101.776629,0.000000,0.000000
C32-1-2,97.560789,0.000000,0.000000
C32-1-3,99.323538,0.000000,0.000000
C32-1-4,106.209234,0.000000,0.000000
C32-1-5,63.026829,0.000000,0.000000
C32-1-6,97.951027,0.000000,0.000000
C32-1-7,99.495096,0.000000,0.000000
C32-1-8,90.483653,0.000000,0.000000
C32-1-9,92.700614,0.000000,0.000000
C32-1-10,67.070424,0.000000,0.000000
C32-1-11,106.336876,0.000000,0.000000
C32-1-12,-54.242903,0.000000,0.000000
C32-1-13,-24.175233,0.000000,0.000000
C32-1-14,-58.088667,0.000000,0.000000
C32-1-15,54.598829,0.000000,0.000000
C32-1-16,78.043662,0.000000,0.000000
C32-1-17,99.745071,0.000000,0.000000
C32-1-18,69.677528,0.000000,0.000000
C32-1-19,56.636982,0.000000,0.000000
C32-1-20,68.517063,0.000000,0.000000
C32-1-21,69.474401,0.000000,0.000000
C32-1-22,61.795866,0.000000,0.000000
C32-1-23,88.113564,0.000000,0.000000
C32-1-24,104.177997,0.000000,0.000000
C32-2-1,101.776629,0.000000,0.000000
C32-2-2,97.560789,0.000000,0.000000
C32-2-3,99.323538,0.000000,0.000000
C32-2-4,106.209234,0.000000,0.000000
C32-2-5,63.026829,0.000000,0.000000
C32-2-6,97.951027,0.000000,0.000000
C32-2-7,99.495096,0.000000,0.000000
C32-2-8,90.483653,0.000000,0.000000
C32-2-9,92.700614,0.000000,0.000000
C32-2-10,67.070424,0.000000,0.000000
C32-2-11,106.336876,0.000000,0.000000
C32-2-12,-54.242903,0.000000,0.000000
C32-2-13,-24.175233,0.000000,0.000000
C32-2-14,-58.088667,0.000000,0.000000
C32-2-15,54.598829,0.000000,0.000000
C32-2-16,78.043662,0.000000,0.000000
C32-2-17,99.745071,0.000000,0.000000
C32-2-18,69.677528,0.000000,0.000000
C32-2-19,56.636982,0.000000,0.000000
C32-2-20,68.517063,0.000000,0.000000
C32-2-21,69.474401,0.000000,0.000000
C32-2-22,61.795866,0.000000,0.000000
C32-2-23,88.113564,0.000000,0.000000
C32-2-24,104.177997,0.000000,0.000000
C33-1-1,74.473877,0.000000,0.000000
C33-1-2,71.452595,0.000000,0.000000
C33-1-3,73.326702,0.000000,0.000000
C33-1-4,80.394618,0.000000,0.000000
C33-1-5,36.949005,0.000000,0.000000
C33-1-6,70.121859,0.000000,0.000000
C33-1-7,68.456817,0.000000,0.000000
C33-1-8,57.106873,0.000000,0.000000
C33-1-9,69.706379,0.000000,0.000000
C33-1-10,62.155953,0.000000,0.000000
C33-1-11,91.017288,0.000000,0.000000
C33-1-12,-44.318013,0.000000,0.000000
C33-1-13,-32.861022,0.000000,0.000000
C33-1-14,-43.735782,0.000000,0.000000
C33-1-15,34.006031,0.000000,0.000000
C33-1-16,40.769381,0.000000,0.000000
C33-1-17,72.952526,0.000000,0.000000
C33-1-18,26.926500,0.000000,0.000000
C33-1-19,13.875830,0.000000,0.000000
C33-1-20,27.021334,0.000000,0.000000
C33-1-21,29.385821,0.000000,0.000000
C33-1-22,24.329241,0.000000,0.000000
C33-1-23,54.250863,0.000000,0.000000
C33-1-24,73.494036,0.000000,0.000000
C33-2-1,74.473877,0.000000,0.000000
C33-2-2,71.452595,0.000000,0.000000
C33-2-3,73.326702,0.000000,0.000000
C33-2-4,80.394618,0.000000,0.000000
C33-2-5,36.949005,0.000000,0.000000
C33-2-6,70.121859,0.000000,0.000000
C33-2-7,68.456817,0.000000,0.000000
C33-2-8,57.106873,0.000000,0.000000
C33-2-9,69.706379,0.000000,0.000000
C33-2-10,62.155953,0.000000,0.000000
C33-2-11,91.017288,0.000000,0.000000
C33-2-12,-44.318013,0.000000,0.000000
C33-2-13,-32.861022,0.000000,0.000000
C33-2-14,-43.735782,0.000000,0.000000
C33-2-15,34.006031,0.000000,0.000000
C33-2-16,40.769381,0.000000,0.000000
C33-2-17,72.952526,0.000000,0.000000
C33-2-18,26.926500,0.000000,0.000000
C33-2-19,13.875830,0.000000,0.000000
C33-2-20,27.021334,0.000000,0.000000
C33-2-21,29.385821,0.000000,0.000000
C33-2-22,24.329241,0.000000,0.000000
C33-2-23,54.250863,0.000000,0.000000
C33-2-24,73.494036,0.000000,0.000000
C34-1,-101.275002,0.000000,0.000000
C34-2,-98.441122,0.000000,0.000000
C34-3,-89.111967,0.000000,0.000000
C34-4,-86.509517,0.000000,0.000000
C34-5,-56.787793,0.000000,0.000000
C34-6,-75.740790,0.000000,0.000000
C34-7,-66.526443,0.000000,0.000000
C34-8,-57.518545,0.000000,0.000000
C34-9,-91.936348,0.000000,0.000000
C34-10,-107.234811,0.000000,0.000000
C34-11,-70.119520,0.000000,0.000000
C34-12,-51.761480,0.000000,0.000000
C34-13,-13.088542,0.000000,0.000000
C34-14,-1.037931,0.000000,0.000000
C34-15,-68.374006,0.000000,0.000000
C34-16,-68.436157,0.000000,0.000000
C34-17,-102.009129,0.000000,0.000000
C34-18,-98.094896,0.000000,0.000000
C34-19,-96.349107,0.000000,0.000000
C34-20,-99.532431,0.000000,0.000000
C34-21,-100.174516,0.000000,0.000000
C34-22,-94.950269,0.000000,0.000000
C34-23,-93.624533,0.000000,0.000000
C34-24,-94.819297,0.000000,0.000000
C35-1,0.000000,0.000000,0.000000
C35-2,0.000000,0.000000,0.000000
C35-3,0.000000,0.000000,0.000000
C35-4,0.000000,0.000000,0.000000
C35-5,0.000000,0.000000,0.000000
C35-6,0.000000,0.000000,0.000000
C35-7,0.000000,0.000000,0.000000
C35-8,0.000000,0.000000,0.000000
C35-9,0.000000,0.000000,0.000000
C35-10,0.000000,0.000000,0.000000
C35-11,0.000000,0.000000,0.000000
C35-12,0.000000,0.000000,0.000000
C35-13,0.000000,0.000000,0.000000
C35-14,0.000000,0.000000,0.000000
C35-15,0.000000,0.000000,0.000000
C35-16,0.000000,0.000000,0.000000
C35-17,0.000000,0.000000,0.000000
C35-18,0.000000,0.000000,0.000000
C35-19,0.000000,0.000000,0.000000
C35-20,0.000000,0.000000,0.000000
C35-21,0.000000,0.000000,0.000000
C35-22,0.000000,0.000000,0.000000
C35-23,0.000000,0.000000,0.000000
C35-24,0.000000,0.000000,0.000000
