timepoint,zone,gross_load
1,301,70.08477508736841
1,302,62.94651095809942
1,303,116.80795847894738
1,304,48.02104959690058
1,305,46.07425028891813
1,306,88.25490196187134
1,307,81.11663783260234
1,308,110.96756055500002
1,309,113.56329296564326
1,310,126.54195501885965
1,311,0.0
1,312,0.0
1,313,171.96727220511698
1,314,125.89302191619883
1,315,205.7117935434795
1,316,64.89331026608185
1,317,0.0
1,318,216.09472318605262
1,319,117.45689158160816
1,320,83.0634371405848
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,67.72507078105265
2,302,60.82714690520467
2,303,112.87511796842108
2,304,46.404215164795325
2,305,44.52296319865497
2,306,85.28342246502925
2,307,78.38549858918127
2,308,107.23136206999999
2,309,109.7396980248538
2,310,122.28137779912284
2,311,0.0
2,312,0.0
2,313,166.17725700906433
2,314,121.65429381040934
2,315,198.78562442216375
2,316,62.708398871345025
2,317,0.0
2,318,208.81896824157892
2,319,113.5022019571345
2,320,80.26675055532162
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,64.65193457368422
3,302,58.06701531154971
3,303,107.75322428947369
3,304,44.29854776345028
3,305,42.50266069195906
3,306,81.41354724093567
3,307,74.82862797880118
3,308,102.365563075
3,309,104.76007917032162
3,310,116.73265964692985
3,311,0.0
3,312,0.0
3,313,158.63669131505847
3,314,116.13403062309942
3,315,189.76540055423973
3,316,59.86290238304094
3,317,0.0
3,318,199.3434649355263
3,319,108.35185331330409
3,320,76.6245150502924
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,60.351525634736845
4,302,54.204610986754396
4,303,100.58587605789474
4,304,41.35197126824561
4,305,39.67554000061404
4,306,75.99821746596491
4,307,69.85130281798246
4,308,95.55658225500001
4,309,97.79182394517544
4,310,108.96803239605264
4,311,0.0
4,312,0.0
4,313,148.08476197412278
4,314,108.40922197350879
4,315,177.1429039464035
4,316,55.88104225438596
4,317,0.0
4,318,186.08387070710523
4,319,101.14468648043858
4,320,71.52773408561403
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,55.20603963789474
5,302,49.58320226736842
5,303,92.01006606315791
5,304,37.82636049263158
5,305,36.29285939157895
5,306,69.51871658105263
5,307,63.895879210526296
5,308,87.40956276000001
5,309,89.45423089473684
5,310,99.67757156842104
5,311,0.0
5,312,0.0
5,313,135.4592639263158
5,314,99.16640453473684
5,315,162.03994967789475
5,316,51.11670336842105
5,317,0.0
5,318,170.2186222168421
5,319,92.5212330968421
5,320,65.42938031157892
5,321,0.0
5,322,0.0
5,323,0.0
5,324,0.0
5,325,0.0
6,301,49.88927335894737
6,302,44.80795847979531
6,303,83.14878893157895
6,304,34.183391005204676
6,305,32.79757785634503
6,306,62.82352941497076
6,307,57.74221453581871
6,308,78.99134948499999
6,309,80.83910035014618
6,310,90.07785467587719
6,311,0.0
6,312,0.0
6,313,122.41349481593566
6,314,89.61591695959062
6,315,146.43425606283623
6,316,46.193771628654964
6,317,0.0
6,318,153.82525952342107
6,319,83.61072664786549
6,320,59.12802768467836
6,321,0.0
6,322,0.0
6,323,0.0
6,324,0.0
6,325,0.0
7,301,46.57407990000001
7,302,41.83042361388889
7,303,77.6234665
7,304,31.911869561111107
7,305,30.618145119444446
7,306,58.648841355555554
7,307,53.905185069444435
7,308,73.742293175
7,309,75.46725909722223
7,310,84.09208870833334
7,311,0.0
7,312,0.0
7,313,114.27899234722224
7,314,83.66084722777778
7,315,136.7035493361111
7,316,43.124148055555544
7,317,0.0
7,318,143.603413025
7,319,78.05470798055553
7,320,55.19890951111111
7,321,0.0
7,322,0.0
7,323,0.0
7,324,0.0
7,325,0.0
8,301,44.75794275157895
8,302,40.19926339725146
8,303,74.59657125263159
8,304,30.667479292748535
8,305,29.424203105204672
8,306,56.36185383532163
8,307,51.80317448099415
8,308,70.86674268999998
8,309,72.52444427339181
8,310,80.81295219035088
8,311,0.0
8,312,0.0
8,313,109.8227298997076
8,314,80.39852679450291
8,315,131.37285048380116
8,316,41.44253958479532
8,317,0.0
8,318,138.0036568173684
8,319,75.01099664847952
8,320,53.046450668538
8,321,0.0
8,322,0.0
8,323,0.0
8,324,0.0
8,325,0.0
9,301,43.46697075157895
9,302,39.03977928614035
9,303,72.44495125263157
9,304,29.78292440385965
9,305,28.57550854964912
9,306,54.73618539087718
9,307,50.30899392543859
9,308,68.82270369
9,309,70.43259149561403
9,310,78.48203052368422
9,311,0.0
9,312,0.0
9,313,106.65506712192983
9,314,78.0795585722807
9,315,127.58360859491229
9,316,40.247195140350875
9,317,0.0
9,318,134.02315981736842
9,319,72.84742320403508
9,320,51.51640977964911
9,321,0.0
9,322,0.0
9,323,0.0
9,324,0.0
9,325,0.0
10,301,42.85828876736843
10,302,38.49309268921052
10,303,71.43048127894737
10,304,29.365864525789473
10,305,28.175356504473683
10,306,53.96969696631578
10,307,49.60450088815788
10,308,67.85895721499999
10,309,69.44630124342105
10,310,77.38302138552632
10,311,0.0
10,312,0.0
10,313,105.16154188289475
10,314,76.98618537842104
10,315,125.7970142523684
10,316,39.68360071052631
10,317,0.0
10,318,132.1463903660526
10,319,71.8273172860526
10,320,50.79500890947367
10,321,0.0
10,322,0.0
10,323,0.0
10,324,0.0
10,325,0.0
11,301,43.14847436210527
11,302,38.75372234374269
11,303,71.9141239368421
11,304,29.564695396257303
11,305,28.366126663976612
11,306,54.33511586339181
11,307,49.94036384502923
11,308,68.31841774
11,309,69.91650938304093
11,310,77.90696759824563
11,311,0.0
11,312,0.0
11,313,105.87357135146199
11,314,77.50744468748537
11,315,126.64876271099415
11,316,39.952291076023386
11,317,0.0
11,318,133.0411292831579
11,319,72.31364684760233
11,320,51.13893257730993
11,321,0.0
11,322,0.0
11,323,0.0
11,324,0.0
11,325,0.0
12,301,45.709185274736846
12,302,41.05362010786549
12,303,76.18197545789472
12,304,31.319256577134492
12,305,30.04955698616959
12,306,57.55971479040935
12,307,52.90414962353801
12,308,72.372876685
12,309,74.06580947295322
12,310,82.5304734127193
12,311,0.0
12,312,0.0
12,313,112.15679720190057
12,314,82.10724021573098
12,315,134.1649234452924
12,316,42.32331969883041
12,317,0.0
12,318,140.93665459710527
12,319,76.60520865488303
12,320,54.173849214502916
12,321,0.0
12,322,0.0
12,323,0.0
12,324,0.0
12,325,0.0
13,301,50.72302610842106
13,302,45.55679196774853
13,303,84.53837684736843
13,304,34.75466603725146
13,305,33.34569308979532
13,306,63.87344028467837
13,307,58.707206144005845
13,308,80.311458005
13,309,82.19008860160818
13,310,91.58324158464914
13,311,0.0
13,312,0.0
13,313,124.45927702529241
13,314,91.11358393549706
13,315,148.88147478119882
13,316,46.96576491520468
13,317,0.0
13,318,156.39599716763158
13,319,85.00803449652047
13,320,60.11617909146199
13,321,0.0
13,322,0.0
13,323,0.0
13,324,0.0
13,325,0.0
14,301,53.76218936842107
14,302,48.286410821637425
14,303,89.60364894736841
14,304,36.837055678362574
14,305,35.34366152923976
14,306,67.70053476023392
14,307,62.22475621345029
14,308,85.1234665
14,309,87.1146586988304
14,310,97.07061969298246
14,311,0.0
14,312,0.0
