,hour,dispatch,dual,offer,lmp,capacity
314_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-4,4,145.508333,0.000000,0.000000,0.000000,145.508333
314_PV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
317_WIND_1-4,4,438.619657,0.000000,0.000000,0.000000,777.458333
303_WIND_1-4,4,492.398426,0.000000,0.000000,0.000000,834.550000
324_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_6-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_12-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_5-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_10-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-5,5,145.791667,0.000000,0.000000,0.000000,145.791667
314_PV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
317_WIND_1-5,5,524.606797,0.000000,0.000000,0.000000,765.533333
303_WIND_1-5,5,480.961865,0.000000,0.000000,0.000000,830.050000
324_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,11.833333
313_RTPV_3-6,6,0.000000,0.000000,0.000000,0.000000,1.566667
319_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,33.066667
320_RTPV_6-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-6,6,9.016667,0.000000,0.000000,0.000000,9.016667
313_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,13.466667
320_RTPV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.875000
313_RTPV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.050000
313_RTPV_12-6,6,0.000000,0.000000,0.000000,0.000000,0.675000
320_RTPV_5-6,6,0.000000,0.000000,0.000000,0.000000,0.816667
313_RTPV_10-6,6,0.000000,0.000000,0.000000,0.000000,1.708333
314_PV_1-6,6,10.175000,0.000000,0.000000,0.000000,10.175000
313_RTPV_2-6,6,2.441667,0.000000,0.000000,0.000000,2.441667
310_PV_1-6,6,8.983333,0.000000,0.000000,0.000000,8.983333
313_RTPV_4-6,6,0.000000,0.000000,0.000000,0.000000,1.033333
320_RTPV_3-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-6,6,0.000000,0.000000,0.000000,0.000000,4.133333
313_RTPV_13-6,6,0.000000,0.000000,0.000000,0.000000,1.041667
313_RTPV_5-6,6,1.775000,0.000000,0.000000,0.000000,1.775000
309_WIND_1-6,6,146.191667,0.000000,0.000000,0.000000,146.191667
314_PV_3-6,6,12.616667,0.000000,0.000000,0.000000,12.616667
313_RTPV_7-6,6,0.000000,0.000000,0.000000,0.000000,3.200000
320_RTPV_1-6,6,0.000000,0.000000,0.000000,0.000000,2.450000
308_RTPV_1-6,6,2.008333,0.000000,0.000000,0.000000,2.008333
313_RTPV_6-6,6,0.000000,0.000000,0.000000,0.000000,5.850000
313_PV_2-6,6,0.000000,0.000000,0.000000,0.000000,13.175000
313_RTPV_9-6,6,0.000000,0.000000,0.000000,0.000000,6.233333
317_WIND_1-6,6,588.035671,0.000000,0.000000,0.000000,780.241667
303_WIND_1-6,6,482.460224,0.000000,0.000000,0.000000,828.508333
324_PV_2-6,6,0.000000,0.000000,0.000000,0.000000,5.383333
