timepoint,zone,gross_load
1,301,51.553947783157895
1,302,46.30308273116959
1,303,85.92324630526316
1,304,35.3240012588304
1,305,33.89194715374269
1,306,64.91978609730994
1,307,59.66892104532163
1,308,81.62708399
1,309,83.53648946345028
1,310,93.08351683070175
1,311,0.0
1,312,0.0
1,313,126.49811261608187
1,314,92.60616546233918
1,315,151.32038377093565
1,316,47.735136836257304
1,317,0.0
1,318,158.95800566473685
1,319,86.40059767362573
1,320,61.10097515040934
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,55.037590439999995
2,302,49.431909932222226
2,303,91.72931740000001
2,304,37.710941597777776
2,305,36.18211964111111
2,306,69.30659536888889
2,307,63.7009148611111
2,308,87.14285153000002
2,309,89.18128080555556
2,310,99.37342718333336
2,311,0.0
2,312,0.0
2,313,135.04593950555554
2,314,98.86381986444445
2,315,161.54552008777782
2,316,50.960731888888894
2,317,0.0
2,318,169.69923719000002
2,319,92.23892471888888
2,320,65.22973681777778
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,59.01242529157895
3,302,53.00190049336257
3,303,98.35404215263158
3,304,40.43443955163743
3,305,38.79520551576024
3,306,74.31194295976609
3,307,68.3014181615497
3,308,93.436340045
3,309,95.62198542616956
3,310,106.55021233201755
3,311,0.0
3,312,0.0
3,313,144.79900650248535
3,314,106.00380098672514
3,315,173.21239645769006
3,316,54.64113452923977
3,317,0.0
3,318,181.95497798236843
3,319,98.90045349792395
3,320,69.9406521974269
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,61.74724756421054
4,302,55.45817605304092
4,303,102.91207927368423
4,304,42.30829925695905
4,305,40.593097935730995
4,306,77.75579322900585
4,307,71.46672171783625
4,308,97.76647530999999
4,309,100.05341040497076
4,310,111.48808587982457
4,311,0.0
4,312,0.0
4,313,151.50945004181287
4,314,110.91635210608185
4,315,181.23960627643274
4,316,57.173377374268995
4,317,0.0
4,318,190.38734665631577
4,319,103.48381304742689
4,320,73.18192303906432
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,63.63274614631581
5,302,57.151633112894736
5,303,106.05457691052634
5,304,43.60021495210526
5,305,41.83263867026316
5,306,80.13012477684211
5,307,73.64901174342107
5,308,100.75184806499999
5,309,103.10861644078945
5,310,114.89245831973686
5,311,0.0
5,312,0.0
5,313,156.1359048960526
5,314,114.30326622578947
5,315,186.77389378131576
5,316,58.919209394736846
5,317,0.0
5,318,196.2009672844737
5,319,106.64376900447367
5,320,75.41658802526315
5,321,0.0
5,322,0.0
5,323,0.0
5,324,0.0
5,325,0.0
6,301,64.46366781789474
6,302,57.897923873479535
6,303,107.4394463631579
6,304,44.16955017152046
6,305,42.37889273213451
6,306,81.17647058549709
6,307,74.61072664108188
6,308,102.067474045
6,309,104.4550172975146
6,310,116.39273356008773
6,311,0.0
6,312,0.0
6,313,158.17474047909357
6,314,115.79584774695907
6,315,189.2128027617836
6,316,59.688581312865495
6,317,0.0
6,318,198.76297577184212
6,319,108.03633217628656
6,320,76.40138408046784
6,321,0.0
6,322,0.0
6,323,0.0
6,324,0.0
6,325,0.0
7,301,63.98663101578948
7,302,57.46947415307017
7,303,106.64438502631577
7,304,43.84269162192982
7,305,42.06528520482457
7,306,80.5757575754386
7,307,74.0586007127193
7,308,101.312165775
7,309,103.68204099780701
7,310,115.53141711184213
7,311,0.0
7,312,0.0
7,313,157.00423351096492
7,314,114.93894830614035
7,315,187.81261140745616
7,316,59.24688057017544
7,317,0.0
7,318,197.29211229868426
7,319,107.23685383201753
7,320,75.83600712982457
7,321,0.0
7,322,0.0
7,323,0.0
7,324,0.0
7,325,0.0
8,301,64.15932683052633
8,302,57.624580579269
8,303,106.93221138421056
8,304,43.96102023573099
