,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C27-10,-372.474163,0.000000,0.000000
C27-11,-336.003729,0.000000,0.000000
C27-12,-214.779940,0.000000,0.000000
C27-13,-42.073213,0.000000,0.000000
C27-14,72.712060,0.000000,0.000000
C27-15,10.566753,0.000000,0.000000
C27-16,-132.670565,0.000000,0.000000
C27-17,-158.281514,0.000000,0.000000
C27-18,-159.181865,0.000000,0.000000
C27-19,-192.804730,0.000000,0.000000
C27-20,-278.076055,0.000000,0.000000
C27-21,-332.908427,0.000000,0.000000
C27-22,-383.654931,0.000000,0.000000
C27-23,-358.593074,0.000000,0.000000
C27-24,-411.540900,0.000000,0.000000
C28-1,228.558805,0.000000,0.000000
C28-2,208.267492,0.000000,0.000000
C28-3,260.958037,0.000000,0.000000
C28-4,193.418065,0.000000,0.000000
C28-5,198.427467,0.000000,0.000000
C28-6,221.168557,0.000000,0.000000
C28-7,269.737658,0.000000,0.000000
C28-8,253.947457,0.000000,0.000000
C28-9,108.520621,0.000000,0.000000
C28-10,198.853118,0.000000,0.000000
C28-11,126.444645,0.000000,0.000000
C28-12,0.153051,0.000000,0.000000
C28-13,-139.929764,0.000000,0.000000
C28-14,-163.119941,0.000000,0.000000
C28-15,-78.424716,0.000000,0.000000
C28-16,92.689765,0.000000,0.000000
C28-17,42.925047,0.000000,0.000000
C28-18,44.159704,0.000000,0.000000
C28-19,97.279397,0.000000,0.000000
C28-20,200.149113,0.000000,0.000000
C28-21,265.995005,0.000000,0.000000
C28-22,325.432308,0.000000,0.000000
C28-23,300.308643,0.000000,0.000000
C28-24,289.549077,0.000000,0.000000
C29-1,247.832348,0.000000,0.000000
C29-2,224.194262,0.000000,0.000000
C29-3,275.089998,0.000000,0.000000
C29-4,206.870936,0.000000,0.000000
C29-5,212.698743,0.000000,0.000000
C29-6,239.255577,0.000000,0.000000
C29-7,295.940596,0.000000,0.000000
C29-8,308.324650,0.000000,0.000000
C29-9,241.034675,0.000000,0.000000
C29-10,296.795110,0.000000,0.000000
C29-11,273.309060,0.000000,0.000000
C29-12,228.385820,0.000000,0.000000
C29-13,162.916908,0.000000,0.000000
C29-14,134.107738,0.000000,0.000000
C29-15,110.648810,0.000000,0.000000
C29-16,33.548248,0.000000,0.000000
C29-17,41.944571,0.000000,0.000000
C29-18,21.917674,0.000000,0.000000
C29-19,44.688690,0.000000,0.000000
C29-20,61.469529,0.000000,0.000000
C29-21,69.854661,0.000000,0.000000
C29-22,82.576811,0.000000,0.000000
C29-23,63.224284,0.000000,0.000000
C29-24,137.525263,0.000000,0.000000
C30-1,27.769302,0.000000,0.000000
C30-2,24.580282,0.000000,0.000000
C30-3,32.755097,0.000000,0.000000
C30-4,22.246269,0.000000,0.000000
C30-5,23.033476,0.000000,0.000000
C30-6,26.608165,0.000000,0.000000
C30-7,34.242439,0.000000,0.000000
C30-8,35.368066,0.000000,0.000000
C30-9,23.945211,0.000000,0.000000
C30-10,32.014061,0.000000,0.000000
C30-11,-17.862789,0.000000,0.000000
C30-12,-34.890760,0.000000,0.000000
C30-13,-44.873454,0.000000,0.000000
C30-14,-37.454012,0.000000,0.000000
C30-15,-27.248724,0.000000,0.000000
C30-16,-63.893813,0.000000,0.000000
C30-17,-61.017752,0.000000,0.000000
C30-18,-76.366205,0.000000,0.000000
C30-19,-80.401754,0.000000,0.000000
C30-20,-88.595584,0.000000,0.000000
C30-21,-92.438088,0.000000,0.000000
C30-22,-88.290076,0.000000,0.000000
C30-23,-90.734025,0.000000,0.000000
C30-24,-54.099497,0.000000,0.000000
C31-1-1,51.324479,0.000000,0.000000
C31-1-2,42.833428,0.000000,0.000000
C31-1-3,69.821993,0.000000,0.000000
C31-1-4,36.631206,0.000000,0.000000
C31-1-5,38.731115,0.000000,0.000000
C31-1-6,48.216712,0.000000,0.000000
C31-1-7,68.491295,0.000000,0.000000
C31-1-8,69.312706,0.000000,0.000000
C31-1-9,29.539849,0.000000,0.000000
C31-1-10,53.203882,0.000000,0.000000
C31-1-11,38.554046,0.000000,0.000000
C31-1-12,14.811422,0.000000,0.000000
C31-1-13,-17.187602,0.000000,0.000000
C31-1-14,-31.858426,0.000000,0.000000
C31-1-15,-42.512021,0.000000,0.000000
C31-1-16,-79.621991,0.000000,0.000000
C31-1-17,-77.385708,0.000000,0.000000
C31-1-18,-83.641062,0.000000,0.000000
C31-1-19,-85.703016,0.000000,0.000000
C31-1-20,-73.674720,0.000000,0.000000
C31-1-21,-64.744402,0.000000,0.000000
C31-1-22,-51.753530,0.000000,0.000000
C31-1-23,-53.497169,0.000000,0.000000
C31-1-24,-8.149998,0.000000,0.000000
C31-2-1,51.324479,0.000000,0.000000
C31-2-2,42.833428,0.000000,0.000000
C31-2-3,69.821993,0.000000,0.000000
C31-2-4,36.631206,0.000000,0.000000
C31-2-5,38.731115,0.000000,0.000000
C31-2-6,48.216712,0.000000,0.000000
C31-2-7,68.491295,0.000000,0.000000
C31-2-8,69.312706,0.000000,0.000000
C31-2-9,29.539849,0.000000,0.000000
C31-2-10,53.203882,0.000000,0.000000
C31-2-11,38.554046,0.000000,0.000000
C31-2-12,14.811422,0.000000,0.000000
C31-2-13,-17.187602,0.000000,0.000000
C31-2-14,-31.858426,0.000000,0.000000
C31-2-15,-42.512021,0.000000,0.000000
C31-2-16,-79.621991,0.000000,0.000000
C31-2-17,-77.385708,0.000000,0.000000
C31-2-18,-83.641062,0.000000,0.000000
C31-2-19,-85.703016,0.000000,0.000000
C31-2-20,-73.674720,0.000000,0.000000
C31-2-21,-64.744402,0.000000,0.000000
C31-2-22,-51.753530,0.000000,0.000000
C31-2-23,-53.497169,0.000000,0.000000
C31-2-24,-8.149998,0.000000,0.000000
C32-1-1,74.822655,0.000000,0.000000
C32-1-2,66.485908,0.000000,0.000000
C32-1-3,93.668616,0.000000,0.000000
C32-1-4,60.398007,0.000000,0.000000
C32-1-5,62.460267,0.000000,0.000000
C32-1-6,71.769249,0.000000,0.000000
C32-1-7,91.668530,0.000000,0.000000
C32-1-8,96.529266,0.000000,0.000000
C32-1-9,60.410084,0.000000,0.000000
C32-1-10,98.505280,0.000000,0.000000
C32-1-11,81.537938,0.000000,0.000000
C32-1-12,16.258360,0.000000,0.000000
C32-1-13,-53.470809,0.000000,0.000000
C32-1-14,-66.173110,0.000000,0.000000
C32-1-15,-32.753216,0.000000,0.000000
C32-1-16,28.582730,0.000000,0.000000
C32-1-17,-30.586829,0.000000,0.000000
C32-1-18,-37.561944,0.000000,0.000000
C32-1-19,-10.088747,0.000000,0.000000
C32-1-20,43.323456,0.000000,0.000000
C32-1-21,78.821576,0.000000,0.000000
C32-1-22,112.143811,0.000000,0.000000
C32-1-23,103.893705,0.000000,0.000000
C32-1-24,102.969175,0.000000,0.000000
C32-2-1,74.822655,0.000000,0.000000
C32-2-2,66.485908,0.000000,0.000000
C32-2-3,93.668616,0.000000,0.000000
C32-2-4,60.398007,0.000000,0.000000
C32-2-5,62.460267,0.000000,0.000000
C32-2-6,71.769249,0.000000,0.000000
C32-2-7,91.668530,0.000000,0.000000
C32-2-8,96.529266,0.000000,0.000000
C32-2-9,60.410084,0.000000,0.000000
C32-2-10,98.505280,0.000000,0.000000
C32-2-11,81.537938,0.000000,0.000000
C32-2-12,16.258360,0.000000,0.000000
C32-2-13,-53.470809,0.000000,0.000000
C32-2-14,-66.173110,0.000000,0.000000
C32-2-15,-32.753216,0.000000,0.000000
C32-2-16,28.582730,0.000000,0.000000
C32-2-17,-30.586829,0.000000,0.000000
C32-2-18,-37.561944,0.000000,0.000000
C32-2-19,-10.088747,0.000000,0.000000
C32-2-20,43.323456,0.000000,0.000000
C32-2-21,78.821576,0.000000,0.000000
C32-2-22,112.143811,0.000000,0.000000
C32-2-23,103.893705,0.000000,0.000000
C32-2-24,102.969175,0.000000,0.000000
C33-1-1,46.919541,0.000000,0.000000
C33-1-2,39.862022,0.000000,0.000000
C33-1-3,67.636950,0.000000,0.000000
C33-1-4,34.719492,0.000000,0.000000
C33-1-5,36.468865,0.000000,0.000000
C33-1-6,44.319946,0.000000,0.000000
C33-1-7,61.118043,0.000000,0.000000
C33-1-8,68.414398,0.000000,0.000000
C33-1-9,25.439758,0.000000,0.000000
C33-1-10,61.914319,0.000000,0.000000
C33-1-11,79.896311,0.000000,0.000000
C33-1-12,46.445168,0.000000,0.000000
C33-1-13,-24.713813,0.000000,0.000000
C33-1-14,-44.401785,0.000000,0.000000
C33-1-15,-23.343344,0.000000,0.000000
C33-1-16,13.775402,0.000000,0.000000
C33-1-17,-66.635772,0.000000,0.000000
C33-1-18,-79.739568,0.000000,0.000000
C33-1-19,-51.620466,0.000000,0.000000
C33-1-20,3.190080,0.000000,0.000000
C33-1-21,40.509318,0.000000,0.000000
C33-1-22,76.379943,0.000000,0.000000
C33-1-23,71.179015,0.000000,0.000000
C33-1-24,73.405161,0.000000,0.000000
C33-2-1,46.919541,0.000000,0.000000
C33-2-2,39.862022,0.000000,0.000000
C33-2-3,67.636950,0.000000,0.000000
C33-2-4,34.719492,0.000000,0.000000
C33-2-5,36.468865,0.000000,0.000000
C33-2-6,44.319946,0.000000,0.000000
C33-2-7,61.118043,0.000000,0.000000
C33-2-8,68.414398,0.000000,0.000000
C33-2-9,25.439758,0.000000,0.000000
C33-2-10,61.914319,0.000000,0.000000
C33-2-11,79.896311,0.000000,0.000000
C33-2-12,46.445168,0.000000,0.000000
C33-2-13,-24.713813,0.000000,0.000000
C33-2-14,-44.401785,0.000000,0.000000
C33-2-15,-23.343344,0.000000,0.000000
C33-2-16,13.775402,0.000000,0.000000
C33-2-17,-66.635772,0.000000,0.000000
C33-2-18,-79.739568,0.000000,0.000000
C33-2-19,-51.620466,0.000000,0.000000
C33-2-20,3.190080,0.000000,0.000000
C33-2-21,40.509318,0.000000,0.000000
C33-2-22,76.379943,0.000000,0.000000
C33-2-23,71.179015,0.000000,0.000000
C33-2-24,73.405161,0.000000,0.000000
C34-1,-27.769302,0.000000,0.000000
C34-2,-24.580282,0.000000,0.000000
C34-3,-32.755097,0.000000,0.000000
C34-4,-22.246269,0.000000,0.000000
C34-5,-23.033476,0.000000,0.000000
C34-6,-26.608165,0.000000,0.000000
C34-7,-34.242439,0.000000,0.000000
C34-8,-35.368066,0.000000,0.000000
C34-9,-23.945211,0.000000,0.000000
C34-10,-32.014061,0.000000,0.000000
C34-11,-98.593012,0.000000,0.000000
C34-12,-106.559240,0.000000,0.000000
C34-13,-96.259879,0.000000,0.000000
C34-14,-73.262655,0.000000,0.000000
C34-15,-48.601276,0.000000,0.000000
C34-16,-75.122854,0.000000,0.000000
C34-17,-73.265581,0.000000,0.000000
C34-18,-90.450461,0.000000,0.000000
C34-19,-100.581579,0.000000,0.000000
C34-20,-121.287750,0.000000,0.000000
C34-21,-132.361912,0.000000,0.000000
C34-22,-133.543258,0.000000,0.000000
C34-23,-132.665975,0.000000,0.000000
C34-24,-108.733837,0.000000,0.000000
C35-1,0.000000,0.000000,0.000000
C35-2,0.000000,0.000000,0.000000
C35-3,0.000000,0.000000,0.000000
C35-4,0.000000,0.000000,0.000000
C35-5,0.000000,0.000000,0.000000
C35-6,0.000000,0.000000,0.000000
C35-7,0.000000,0.000000,0.000000
C35-8,0.000000,0.000000,0.000000
C35-9,0.000000,0.000000,0.000000
C35-10,0.000000,0.000000,0.000000
C35-11,0.000000,0.000000,0.000000
C35-12,0.000000,0.000000,0.000000
C35-13,0.000000,0.000000,0.000000
C35-14,0.000000,0.000000,0.000000
C35-15,0.000000,0.000000,0.000000
C35-16,0.000000,0.000000,0.000000
C35-17,0.000000,0.000000,0.000000
C35-18,0.000000,0.000000,0.000000
C35-19,0.000000,0.000000,0.000000
C35-20,0.000000,0.000000,0.000000
C35-21,0.000000,0.000000,0.000000
C35-22,0.000000,0.000000,0.000000
C35-23,0.000000,0.000000,0.000000
C35-24,0.000000,0.000000,0.000000
