,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C27-9,12.797645,0.000000,0.000000
C27-10,-28.370942,0.000000,0.000000
C27-11,-193.804611,0.000000,0.000000
C27-12,-182.518061,0.000000,0.000000
C27-13,-230.441506,0.000000,0.000000
C27-14,-276.197278,0.000000,0.000000
C27-15,-299.069218,0.000000,0.000000
C27-16,-321.653067,0.000000,0.000000
C27-17,-356.537976,0.000000,0.000000
C27-18,-428.606652,0.000000,0.000000
C27-19,-335.289785,0.000000,0.000000
C27-20,-231.613994,0.000000,0.000000
C27-21,-228.204572,0.000000,0.000000
C27-22,-212.931194,0.000000,0.000000
C27-23,-392.618845,0.000000,0.000000
C27-24,-422.966040,0.000000,0.000000
C28-1,283.465198,0.000000,0.000000
C28-2,230.824175,0.000000,0.000000
C28-3,-55.524293,0.000000,0.000000
C28-4,-18.348248,0.000000,0.000000
C28-5,-60.944222,0.000000,0.000000
C28-6,6.381995,0.000000,0.000000
C28-7,-57.869113,0.000000,0.000000
C28-8,-178.798309,0.000000,0.000000
C28-9,-119.191601,0.000000,0.000000
C28-10,2.292739,0.000000,0.000000
C28-11,199.861587,0.000000,0.000000
C28-12,218.003390,0.000000,0.000000
C28-13,245.222347,0.000000,0.000000
C28-14,243.184586,0.000000,0.000000
C28-15,250.699062,0.000000,0.000000
C28-16,254.847323,0.000000,0.000000
C28-17,288.789504,0.000000,0.000000
C28-18,324.455570,0.000000,0.000000
C28-19,190.359904,0.000000,0.000000
C28-20,83.248542,0.000000,0.000000
C28-21,100.836669,0.000000,0.000000
C28-22,105.921529,0.000000,0.000000
C28-23,298.127128,0.000000,0.000000
C28-24,281.812963,0.000000,0.000000
C29-1,289.788698,0.000000,0.000000
C29-2,299.818222,0.000000,0.000000
C29-3,58.649637,0.000000,0.000000
C29-4,133.077602,0.000000,0.000000
C29-5,126.519116,0.000000,0.000000
C29-6,206.406126,0.000000,0.000000
C29-7,119.138915,0.000000,0.000000
C29-8,97.837588,0.000000,0.000000
C29-9,109.518218,0.000000,0.000000
C29-10,99.104863,0.000000,0.000000
C29-11,9.146917,0.000000,0.000000
C29-12,-7.155148,0.000000,0.000000
C29-13,8.967426,0.000000,0.000000
C29-14,60.220683,0.000000,0.000000
C29-15,81.913261,0.000000,0.000000
C29-16,112.019569,0.000000,0.000000
C29-17,64.414435,0.000000,0.000000
C29-18,124.484270,0.000000,0.000000
C29-19,118.011437,0.000000,0.000000
C29-20,64.357256,0.000000,0.000000
C29-21,47.538579,0.000000,0.000000
C29-22,37.006294,0.000000,0.000000
C29-23,102.313710,0.000000,0.000000
C29-24,183.953229,0.000000,0.000000
C30-1,23.187413,0.000000,0.000000
C30-2,36.536997,0.000000,0.000000
C30-3,-12.328895,0.000000,0.000000
C30-4,-6.799442,0.000000,0.000000
C30-5,-3.321213,0.000000,0.000000
C30-6,22.314460,0.000000,0.000000
C30-7,-47.112133,0.000000,0.000000
C30-8,-13.499193,0.000000,0.000000
C30-9,-23.887240,0.000000,0.000000
C30-10,-25.150805,0.000000,0.000000
C30-11,-63.743194,0.000000,0.000000
C30-12,-70.629580,0.000000,0.000000
C30-13,-82.317266,0.000000,0.000000
C30-14,-85.467961,0.000000,0.000000
C30-15,-70.657479,0.000000,0.000000
C30-16,-55.730970,0.000000,0.000000
C30-17,-89.869077,0.000000,0.000000
C30-18,-58.124256,0.000000,0.000000
C30-19,-36.676223,0.000000,0.000000
C30-20,-62.096250,0.000000,0.000000
C30-21,-74.876484,0.000000,0.000000
C30-22,-70.520821,0.000000,0.000000
C30-23,-57.757556,0.000000,0.000000
C30-24,-13.677603,0.000000,0.000000
C31-1-1,73.917205,0.000000,0.000000
C31-1-2,81.670974,0.000000,0.000000
C31-1-3,-36.701043,0.000000,0.000000
C31-1-4,1.882442,0.000000,0.000000
C31-1-5,-1.159772,0.000000,0.000000
C31-1-6,37.335221,0.000000,0.000000
C31-1-7,-8.510659,0.000000,0.000000
C31-1-8,-20.451817,0.000000,0.000000
C31-1-9,-19.536446,0.000000,0.000000
C31-1-10,-29.747078,0.000000,0.000000
C31-1-11,-77.860107,0.000000,0.000000
C31-1-12,-87.354306,0.000000,0.000000
C31-1-13,-79.214009,0.000000,0.000000
C31-1-14,-52.191541,0.000000,0.000000
C31-1-15,-39.923075,0.000000,0.000000
C31-1-16,-23.579428,0.000000,0.000000
C31-1-17,-48.382786,0.000000,0.000000
C31-1-18,-27.908055,0.000000,0.000000
C31-1-19,-33.751795,0.000000,0.000000
C31-1-20,-58.445621,0.000000,0.000000
C31-1-21,-64.247636,0.000000,0.000000
C31-1-22,-65.773981,0.000000,0.000000
C31-1-23,-27.958298,0.000000,0.000000
C31-1-24,17.470367,0.000000,0.000000
C31-2-1,73.917205,0.000000,0.000000
C31-2-2,81.670974,0.000000,0.000000
C31-2-3,-36.701043,0.000000,0.000000
C31-2-4,1.882442,0.000000,0.000000
C31-2-5,-1.159772,0.000000,0.000000
C31-2-6,37.335221,0.000000,0.000000
C31-2-7,-8.510659,0.000000,0.000000
C31-2-8,-20.451817,0.000000,0.000000
C31-2-9,-19.536446,0.000000,0.000000
C31-2-10,-29.747078,0.000000,0.000000
C31-2-11,-77.860107,0.000000,0.000000
C31-2-12,-87.354306,0.000000,0.000000
C31-2-13,-79.214009,0.000000,0.000000
C31-2-14,-52.191541,0.000000,0.000000
C31-2-15,-39.923075,0.000000,0.000000
C31-2-16,-23.579428,0.000000,0.000000
C31-2-17,-48.382786,0.000000,0.000000
C31-2-18,-27.908055,0.000000,0.000000
C31-2-19,-33.751795,0.000000,0.000000
C31-2-20,-58.445621,0.000000,0.000000
C31-2-21,-64.247636,0.000000,0.000000
C31-2-22,-65.773981,0.000000,0.000000
C31-2-23,-27.958298,0.000000,0.000000
C31-2-24,17.470367,0.000000,0.000000
C32-1-1,103.153431,0.000000,0.000000
C32-1-2,93.996689,0.000000,0.000000
C32-1-3,-8.050077,0.000000,0.000000
C32-1-4,22.540663,0.000000,0.000000
C32-1-5,6.150679,0.000000,0.000000
C32-1-6,37.588957,0.000000,0.000000
C32-1-7,4.173436,0.000000,0.000000
C32-1-8,-57.955102,0.000000,0.000000
C32-1-9,-40.341170,0.000000,0.000000
C32-1-10,-7.323034,0.000000,0.000000
C32-1-11,56.537061,0.000000,0.000000
C32-1-12,63.465393,0.000000,0.000000
C32-1-13,77.117817,0.000000,0.000000
C32-1-14,76.857636,0.000000,0.000000
C32-1-15,81.387889,0.000000,0.000000
C32-1-16,84.163459,0.000000,0.000000
C32-1-17,100.590576,0.000000,0.000000
C32-1-18,113.227232,0.000000,0.000000
C32-1-19,44.762204,0.000000,0.000000
C32-1-20,-7.633954,0.000000,0.000000
C32-1-21,2.577303,0.000000,0.000000
C32-1-22,7.152476,0.000000,0.000000
C32-1-23,106.061033,0.000000,0.000000
C32-1-24,100.409092,0.000000,0.000000
C32-2-1,103.153431,0.000000,0.000000
C32-2-2,93.996689,0.000000,0.000000
C32-2-3,-8.050077,0.000000,0.000000
C32-2-4,22.540663,0.000000,0.000000
C32-2-5,6.150679,0.000000,0.000000
C32-2-6,37.588957,0.000000,0.000000
C32-2-7,4.173436,0.000000,0.000000
C32-2-8,-57.955102,0.000000,0.000000
C32-2-9,-40.341170,0.000000,0.000000
C32-2-10,-7.323034,0.000000,0.000000
C32-2-11,56.537061,0.000000,0.000000
C32-2-12,63.465393,0.000000,0.000000
C32-2-13,77.117817,0.000000,0.000000
C32-2-14,76.857636,0.000000,0.000000
C32-2-15,81.387889,0.000000,0.000000
C32-2-16,84.163459,0.000000,0.000000
C32-2-17,100.590576,0.000000,0.000000
C32-2-18,113.227232,0.000000,0.000000
C32-2-19,44.762204,0.000000,0.000000
C32-2-20,-7.633954,0.000000,0.000000
C32-2-21,2.577303,0.000000,0.000000
C32-2-22,7.152476,0.000000,0.000000
C32-2-23,106.061033,0.000000,0.000000
C32-2-24,100.409092,0.000000,0.000000
C33-1-1,75.870926,0.000000,0.000000
C33-1-2,73.550348,0.000000,0.000000
C33-1-3,5.466446,0.000000,0.000000
C33-1-4,54.521102,0.000000,0.000000
C33-1-5,20.459728,0.000000,0.000000
C33-1-6,24.989468,0.000000,0.000000
C33-1-7,44.679502,0.000000,0.000000
C33-1-8,-24.828415,0.000000,0.000000
C33-1-9,-21.882555,0.000000,0.000000
C33-1-10,-15.558694,0.000000,0.000000
C33-1-11,26.609219,0.000000,0.000000
C33-1-12,31.262926,0.000000,0.000000
C33-1-13,44.945720,0.000000,0.000000
C33-1-14,45.222078,0.000000,0.000000
C33-1-15,50.298993,0.000000,0.000000
C33-1-16,53.570609,0.000000,0.000000
C33-1-17,69.613037,0.000000,0.000000
C33-1-18,78.574906,0.000000,0.000000
C33-1-19,9.107665,0.000000,0.000000
C33-1-20,-42.468500,0.000000,0.000000
C33-1-21,-31.255028,0.000000,0.000000
C33-1-22,-25.242336,0.000000,0.000000
C33-1-23,75.650404,0.000000,0.000000
C33-1-24,71.770053,0.000000,0.000000
C33-2-1,75.870926,0.000000,0.000000
C33-2-2,73.550348,0.000000,0.000000
C33-2-3,5.466446,0.000000,0.000000
C33-2-4,54.521102,0.000000,0.000000
C33-2-5,20.459728,0.000000,0.000000
C33-2-6,24.989468,0.000000,0.000000
C33-2-7,44.679502,0.000000,0.000000
C33-2-8,-24.828415,0.000000,0.000000
C33-2-9,-21.882555,0.000000,0.000000
C33-2-10,-15.558694,0.000000,0.000000
C33-2-11,26.609219,0.000000,0.000000
C33-2-12,31.262926,0.000000,0.000000
C33-2-13,44.945720,0.000000,0.000000
C33-2-14,45.222078,0.000000,0.000000
C33-2-15,50.298993,0.000000,0.000000
C33-2-16,53.570609,0.000000,0.000000
C33-2-17,69.613037,0.000000,0.000000
C33-2-18,78.574906,0.000000,0.000000
C33-2-19,9.107665,0.000000,0.000000
C33-2-20,-42.468500,0.000000,0.000000
C33-2-21,-31.255028,0.000000,0.000000
C33-2-22,-25.242336,0.000000,0.000000
C33-2-23,75.650404,0.000000,0.000000
C33-2-24,71.770053,0.000000,0.000000
C34-1,-52.120746,0.000000,0.000000
C34-2,-36.536997,0.000000,0.000000
C34-3,-17.079438,0.000000,0.000000
C34-4,-38.617225,0.000000,0.000000
C34-5,-30.732954,0.000000,0.000000
C34-6,-22.314460,0.000000,0.000000
C34-7,-94.021200,0.000000,0.000000
C34-8,-33.167563,0.000000,0.000000
C34-9,-51.962760,0.000000,0.000000
C34-10,-47.865862,0.000000,0.000000
C34-11,-70.540139,0.000000,0.000000
C34-12,-74.187087,0.000000,0.000000
C34-13,-98.666068,0.000000,0.000000
C34-14,-124.415373,0.000000,0.000000
C34-15,-110.703250,0.000000,0.000000
C34-16,-100.102363,0.000000,0.000000
C34-17,-133.530923,0.000000,0.000000
C34-18,-104.709077,0.000000,0.000000
C34-19,-68.023777,0.000000,0.000000
C34-20,-86.787083,0.000000,0.000000
C34-21,-100.840183,0.000000,0.000000
C34-22,-91.362512,0.000000,0.000000
C34-23,-99.559111,0.000000,0.000000
C34-24,-65.672397,0.000000,0.000000
C35-1,0.000000,0.000000,0.000000
C35-2,0.000000,0.000000,0.000000
C35-3,0.000000,0.000000,0.000000
C35-4,0.000000,0.000000,0.000000
C35-5,0.000000,0.000000,0.000000
C35-6,0.000000,0.000000,0.000000
C35-7,0.000000,0.000000,0.000000
C35-8,0.000000,0.000000,0.000000
C35-9,0.000000,0.000000,0.000000
C35-10,0.000000,0.000000,0.000000
C35-11,0.000000,0.000000,0.000000
C35-12,0.000000,0.000000,0.000000
C35-13,0.000000,0.000000,0.000000
C35-14,0.000000,0.000000,0.000000
C35-15,0.000000,0.000000,0.000000
C35-16,0.000000,0.000000,0.000000
C35-17,0.000000,0.000000,0.000000
C35-18,0.000000,0.000000,0.000000
C35-19,0.000000,0.000000,0.000000
C35-20,0.000000,0.000000,0.000000
C35-21,0.000000,0.000000,0.000000
C35-22,0.000000,0.000000,0.000000
C35-23,0.000000,0.000000,0.000000
C35-24,0.000000,0.000000,0.000000
