timepoint,zone,gross_load
1,301,55.20603963789474
1,302,49.58320226736842
1,303,92.01006606315791
1,304,37.82636049263158
1,305,36.29285939157895
1,306,69.51871658105263
1,307,63.895879210526296
1,308,87.40956276000001
1,309,89.45423089473684
1,310,99.67757156842104
1,311,0.0
1,312,0.0
1,313,135.4592639263158
1,314,99.16640453473684
1,315,162.03994967789475
1,316,51.11670336842105
1,317,0.0
1,318,170.2186222168421
1,319,92.5212330968421
1,320,65.42938031157892
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,49.88927335894737
2,302,44.80795847979531
2,303,83.14878893157895
2,304,34.183391005204676
2,305,32.79757785634503
2,306,62.82352941497076
2,307,57.74221453581871
2,308,78.99134948499999
2,309,80.83910035014618
2,310,90.07785467587719
2,311,0.0
2,312,0.0
2,313,122.41349481593566
2,314,89.61591695959062
2,315,146.43425606283623
2,316,46.193771628654964
2,317,0.0
2,318,153.82525952342107
2,319,83.61072664786549
2,320,59.12802768467836
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,46.57407990000001
3,302,41.83042361388889
3,303,77.6234665
3,304,31.911869561111107
3,305,30.618145119444446
3,306,58.648841355555554
3,307,53.905185069444435
3,308,73.742293175
3,309,75.46725909722223
3,310,84.09208870833334
3,311,0.0
3,312,0.0
3,313,114.27899234722224
3,314,83.66084722777778
3,315,136.7035493361111
3,316,43.124148055555544
3,317,0.0
3,318,143.603413025
3,319,78.05470798055553
3,320,55.19890951111111
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,44.75794275157895
4,302,40.19926339725146
4,303,74.59657125263159
4,304,30.667479292748535
4,305,29.424203105204672
4,306,56.36185383532163
4,307,51.80317448099415
4,308,70.86674268999998
4,309,72.52444427339181
4,310,80.81295219035088
4,311,0.0
4,312,0.0
4,313,109.8227298997076
4,314,80.39852679450291
4,315,131.37285048380116
4,316,41.44253958479532
4,317,0.0
4,318,138.0036568173684
4,319,75.01099664847952
4,320,53.046450668538
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,43.46697075157895
