timepoint,zone,gross_load
1,301,64.36174897894738
1,302,57.80638565701755
1,303,107.26958163157899
1,304,44.09971689298246
1,305,42.31189053245614
1,306,81.04812834385964
1,307,74.49276502192983
1,308,101.90610255000001
1,309,104.28987103070176
1,310,116.20871343421054
1,311,0.0
1,312,0.0
1,313,157.92466184649123
1,314,115.6127713140351
1,315,188.91365209561403
1,316,59.594212017543846
1,317,0.0
1,318,198.44872601842107
1,319,107.86552375175438
1,320,76.28059138245614
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,66.73985529789475
2,302,59.942277443479526
2,303,111.23309216315789
2,304,45.729160111520464
2,305,43.8752752421345
2,306,84.04278074549707
2,307,77.24520289108187
2,308,105.67143755500001
2,309,108.14328404751461
2,310,120.50251651008773
2,311,0.0
2,312,0.0
2,313,163.75983012909356
2,314,119.88455488695905
2,315,195.8938345317836
2,316,61.7961623128655
2,317,0.0
2,318,205.78122050184209
2,319,111.85105378628656
2,320,79.09908776046784
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,67.41789871578949
3,302,60.55126088362572
3,303,112.3631645263158
3,304,46.19374541637426
3,305,44.321026007602335
3,306,84.89661319766083
3,307,78.02997536549707
3,308,106.74500629999996
3,309,109.24196551169591
3,310,121.72676157017548
3,311,0.0
3,312,0.0
3,313,165.4235477748538
3,314,121.10252176725145
3,315,197.8840175269006
3,316,62.423980292397665
3,317,0.0
3,318,207.87185437368427
3,319,112.98740432923977
3,320,79.90269477426901
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,68.45265806842106
4,302,61.48062807997076
4,303,114.08776344736843
4,304,46.902747195029235
4,305,45.00128447090643
4,306,86.19964349356725
4,307,79.22761350511696
4,308,108.383375275
4,309,110.91865890716372
4,310,123.59507706798246
4,311,0.0
4,312,0.0
4,313,167.96254063084797
4,314,122.96125615994151
4,315,200.9212278489766
4,316,63.382090804093565
4,317,0.0
4,318,211.06236237763162
4,319,114.72158435540935
4,320,81.12907622923976
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,68.45548914947369
5,302,61.483170810175444
5,303,114.09248191578946
5,304,46.904687009824556
5,305,45.00314564456141
5,306,86.20320855859649
5,307,79.23089021929823
5,308,108.38785781999998
5,309,110.92324630701752
5,310,123.60018874210527
5,311,0.0
5,312,0.0
5,313,167.96948726491226
5,314,122.96634162035089
5,315,200.92953759614034
5,316,63.38471217543859
5,317,0.0
5,318,211.0710915442105
5,319,114.72632903754385
5,320,81.1324315845614
5,321,0.0
5,322,0.0
5,323,0.0
5,324,0.0
5,325,0.0
6,301,67.23104749894738
6,302,60.383440809239765
6,303,112.05174583157896
6,304,46.065717730760234
6,305,44.19818863356725
6,306,84.66131907274854
6,307,77.81371238304094
6,308,106.44915853999998
6,309,108.93919733625732
6,310,121.38939131754388
6,311,0.0
6,312,0.0
6,313,164.9650702520468
6,314,120.76688161847953
6,315,197.33557460339182
6,316,62.25096990643274
6,317,0.0
6,318,207.29572978842108
6,319,112.67425553064326
6,320,79.68124148023391
6,321,0.0
6,322,0.0
6,323,0.0
6,324,0.0
6,325,0.0
7,301,65.92450456105264
7,302,59.20997168909357
7,303,109.87417426842107
7,304,45.17049386590643
7,305,43.339257628099425
7,306,83.0160427805848
7,307,76.30150990862572
7,308,104.38046555500001
7,309,106.82211387207603
7,310,119.03035545745614
7,311,0.0
7,312,0.0
7,313,161.75920100628656
7,314,118.41994337818714
7,315,193.50062912827488
7,316,61.041207926900576
7,317,0.0
7,318,203.26722239657897
7,319,110.48458634769007
7,320,78.13274614643275
7,321,0.0
7,322,0.0
7,323,0.0
7,324,0.0
7,325,0.0
8,301,70.2036804031579
8,302,63.05330554728071
8,303,117.00613400526316
8,304,48.102521757719295
8,305,46.15241952429824
8,306,88.40463458175441
8,307,81.25425972587719
8,308,111.155827305
8,309,113.75596361622807
8,310,126.75664517236844
8,311,0.0
8,312,0.0
8,313,172.25903061885967
8,314,126.10661109456142
8,315,206.06080266482454
8,316,65.00340778070175
8,317,0.0
8,318,216.46134790973687
8,319,117.65616808307016
8,320,83.20436195929824
8,321,0.0
8,322,0.0
8,323,0.0
8,324,0.0
8,325,0.0
9,301,67.9444794031579
9,302,61.02420835283625
9,303,113.24079900526317
9,304,46.55455070216374
9,305,44.667204052076016
9,306,85.5597148039766
9,307,78.63944375365497
9,308,107.57875905500002
9,309,110.09522125511695
9,310,122.67753225570176
9,311,0.0
9,312,0.0
9,313,166.71562075774852
9,314,122.0484167056725
9,315,199.429629359269
9,316,62.91155500292397
9,317,0.0
9,318,209.49547815973685
9,319,113.8699145552924
9,320,80.52679040374268
9,321,0.0
9,322,0.0
9,323,0.0
9,324,0.0
9,325,0.0
10,301,64.76942434421052
10,302,58.17253853137427
10,303,107.94904057368423
10,304,44.379050013625736
10,305,42.579899337397656
10,306,81.5614973223392
10,307,74.96461150950292
10,308,102.55158854499997
10,309,104.95045611330409
10,310,116.94479395482456
10,311,0.0
10,312,0.0
10,313,158.9249764001462
10,314,116.34507706274854
10,315,190.1102547880994
10,316,59.97168920760233
10,317,0.0
10,318,199.7057250613158
10,319,108.54875746576023
10,320,76.763762185731
10,321,0.0
10,322,0.0
10,323,0.0
10,324,0.0
10,325,0.0
11,301,61.152720985263166
11,302,54.9242031071345
11,303,101.92120164210525
11,304,41.900938452865496
11,305,40.20225175883041
11,306,77.00713012959064
11,307,70.77861225146198
11,308,96.82514156
11,309,99.09005715204678
11,310,110.41463511228069
11,311,0.0
11,312,0.0
11,313,150.05065797309942
11,314,109.848406214269
11,315,179.49456066970762
11,316,56.622889801169585
11,317,0.0
11,318,188.55422303789473
11,319,102.48743054011696
11,320,72.47729894549708
11,321,0.0
11,322,0.0
11,323,0.0
11,324,0.0
11,325,0.0
12,301,57.63652091368422
12,302,51.76613452432749
12,303,96.0608681894737
12,304,39.491690255672516
12,305,37.890675785847954
12,306,72.57932263204678
12,307,66.70893624269006
12,308,91.25782478
12,309,93.39251073976607
12,310,104.06594053859651
12,311,0.0
12,312,0.0
12,313,141.42294483450294
12,314,103.53226904865498
12,315,169.17386231146196
12,316,53.367148994152046
12,317,0.0
12,318,177.71260615052634
12,319,96.59453967941518
12,320,68.30995071251463
12,321,0.0
12,322,0.0
12,323,0.0
12,324,0.0
12,325,0.0
13,301,53.26958162842106
13,302,47.84397609219298
13,303,88.78263604736843
13,304,36.49952815280701
13,305,35.019817552017535
13,306,67.08021390245612
13,307,61.65460836622807
13,308,84.343504245
13,309,86.3164517127193
13,310,96.1811890513158
13,311,0.0
13,312,0.0
13,313,130.7077697364035
13,314,95.68795218438596
13,315,156.35608681675436
13,316,49.32368669298245
13,317,0.0
13,318,164.2478766876316
13,319,89.27587291429823
13,320,63.13431896701754
13,321,0.0
