,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C14-42,1.925994,0.000000,0.000000
C14-43,1.127549,0.000000,0.000000
C14-44,2.034249,0.000000,0.000000
C14-45,-0.604960,0.000000,0.000000
C14-46,-1.643759,0.000000,0.000000
C14-47,-1.873965,0.000000,0.000000
C14-48,-2.936029,0.000000,0.000000
C15-1,1.450103,0.000000,0.000000
C15-2,4.886778,0.000000,0.000000
C15-3,1.404651,0.000000,0.000000
C15-4,1.353966,0.000000,0.000000
C15-5,1.571806,0.000000,0.000000
C15-6,-0.042376,0.000000,0.000000
C15-7,4.936829,0.000000,0.000000
C15-8,1.488266,0.000000,0.000000
C15-9,1.720770,0.000000,0.000000
C15-10,1.683448,0.000000,0.000000
C15-11,1.522542,0.000000,0.000000
C15-12,1.893530,0.000000,0.000000
C15-13,1.457101,0.000000,0.000000
C15-14,1.748663,0.000000,0.000000
C15-15,1.995416,0.000000,0.000000
C15-16,1.876017,0.000000,0.000000
C15-17,0.558530,0.000000,0.000000
C15-18,2.095686,0.000000,0.000000
C15-19,4.458084,0.000000,0.000000
C15-20,2.442956,0.000000,0.000000
C15-21,2.624690,0.000000,0.000000
C15-22,3.038316,0.000000,0.000000
C15-23,2.902162,0.000000,0.000000
C15-24,2.987867,0.000000,0.000000
C15-25,3.057113,0.000000,0.000000
C15-26,3.957083,0.000000,0.000000
C15-27,2.986026,0.000000,0.000000
C15-28,2.871079,0.000000,0.000000
C15-29,3.140430,0.000000,0.000000
C15-30,3.510190,0.000000,0.000000
C15-31,3.312249,0.000000,0.000000
C15-32,3.424673,0.000000,0.000000
C15-33,3.445437,0.000000,0.000000
C15-34,3.533124,0.000000,0.000000
C15-35,3.525960,0.000000,0.000000
C15-36,3.461488,0.000000,0.000000
C15-37,3.489076,0.000000,0.000000
C15-38,3.356635,0.000000,0.000000
C15-39,3.359138,0.000000,0.000000
C15-40,3.252614,0.000000,0.000000
C15-41,3.241965,0.000000,0.000000
C15-42,2.972139,0.000000,0.000000
C15-43,2.040333,0.000000,0.000000
C15-44,3.042064,0.000000,0.000000
C15-45,0.202558,0.000000,0.000000
C15-46,-0.498245,0.000000,0.000000
C15-47,-1.193125,0.000000,0.000000
C15-48,-2.645251,0.000000,0.000000
C16-1,-7.591875,0.000000,0.000000
C16-2,-5.532111,0.000000,0.000000
C16-3,-7.662706,0.000000,0.000000
C16-4,-7.726703,0.000000,0.000000
C16-5,-7.611927,0.000000,0.000000
C16-6,-7.343178,0.000000,0.000000
C16-7,-5.641370,0.000000,0.000000
C16-8,-7.754009,0.000000,0.000000
C16-9,-7.628971,0.000000,0.000000
C16-10,-7.685200,0.000000,0.000000
C16-11,-7.839465,0.000000,0.000000
C16-12,-7.656152,0.000000,0.000000
C16-13,-7.773386,0.000000,0.000000
C16-14,-7.670316,0.000000,0.000000
C16-15,-7.574366,0.000000,0.000000
C16-16,-7.687319,0.000000,0.000000
C16-17,-7.521479,0.000000,0.000000
C16-18,-7.680209,0.000000,0.000000
C16-19,-6.327321,0.000000,0.000000
C16-20,-7.637363,0.000000,0.000000
C16-21,-7.608636,0.000000,0.000000
C16-22,-7.446664,0.000000,0.000000
C16-23,-7.632205,0.000000,0.000000
C16-24,-7.706281,0.000000,0.000000
C16-25,-7.684169,0.000000,0.000000
C16-26,-7.196764,0.000000,0.000000
C16-27,-7.890397,0.000000,0.000000
C16-28,-7.800946,0.000000,0.000000
C16-29,-7.942067,0.000000,0.000000
C16-30,-7.783777,0.000000,0.000000
C16-31,-7.967846,0.000000,0.000000
C16-32,-7.952739,0.000000,0.000000
C16-33,-7.997245,0.000000,0.000000
C16-34,-7.977392,0.000000,0.000000
C16-35,-8.028518,0.000000,0.000000
C16-36,-8.083180,0.000000,0.000000
C16-37,-8.130657,0.000000,0.000000
C16-38,-8.206411,0.000000,0.000000
C16-39,-8.243950,0.000000,0.000000
C16-40,-8.336005,0.000000,0.000000
C16-41,-8.374229,0.000000,0.000000
C16-42,-8.556691,0.000000,0.000000
C16-43,-8.706144,0.000000,0.000000
C16-44,-8.577624,0.000000,0.000000
C16-45,-9.233959,0.000000,0.000000
C16-46,-10.417600,0.000000,0.000000
C16-47,-9.558214,0.000000,0.000000
C16-48,-9.707829,0.000000,0.000000
C17-1,-6.438615,0.000000,0.000000
C17-2,-4.996144,0.000000,0.000000
C17-3,-6.493805,0.000000,0.000000
C17-4,-6.543250,0.000000,0.000000
C17-5,-6.465565,0.000000,0.000000
C17-6,-6.044948,0.000000,0.000000
C17-7,-5.092186,0.000000,0.000000
C17-8,-6.576235,0.000000,0.000000
C17-9,-6.490367,0.000000,0.000000
C17-10,-6.533695,0.000000,0.000000
C17-11,-6.649377,0.000000,0.000000
C17-12,-6.526480,0.000000,0.000000
C17-13,-6.590648,0.000000,0.000000
C17-14,-6.527467,0.000000,0.000000
C17-15,-6.465741,0.000000,0.000000
C17-16,-6.549436,0.000000,0.000000
C17-17,-6.248636,0.000000,0.000000
C17-18,-6.559310,0.000000,0.000000
C17-19,-5.620053,0.000000,0.000000
C17-20,-6.550567,0.000000,0.000000
C17-21,-6.540261,0.000000,0.000000
C17-22,-6.437828,0.000000,0.000000
C17-23,-6.581322,0.000000,0.000000
C17-24,-6.649064,0.000000,0.000000
C17-25,-6.635055,0.000000,0.000000
C17-26,-6.299146,0.000000,0.000000
C17-27,-6.798229,0.000000,0.000000
C17-28,-6.701175,0.000000,0.000000
C17-29,-6.853642,0.000000,0.000000
C17-30,-6.750446,0.000000,0.000000
C17-31,-6.887496,0.000000,0.000000
C17-32,-6.883109,0.000000,0.000000
C17-33,-6.922395,0.000000,0.000000
C17-34,-6.912104,0.000000,0.000000
C17-35,-6.962694,0.000000,0.000000
C17-36,-7.016406,0.000000,0.000000
C17-37,-7.052533,0.000000,0.000000
C17-38,-7.166436,0.000000,0.000000
C17-39,-7.213604,0.000000,0.000000
C17-40,-7.287003,0.000000,0.000000
C17-41,-7.303652,0.000000,0.000000
C17-42,-7.495086,0.000000,0.000000
C17-43,-7.779870,0.000000,0.000000
C17-44,-7.554916,0.000000,0.000000
C17-45,-8.414508,0.000000,0.000000
C17-46,-9.255157,0.000000,0.000000
C17-47,-8.867312,0.000000,0.000000
C17-48,-9.412753,0.000000,0.000000
C18-1,2.376137,0.000000,0.000000
C18-2,3.070859,0.000000,0.000000
C18-3,2.379002,0.000000,0.000000
C18-4,2.375878,0.000000,0.000000
C18-5,2.419721,0.000000,0.000000
C18-6,2.254867,0.000000,0.000000
C18-7,3.108051,0.000000,0.000000
C18-8,2.432504,0.000000,0.000000
C18-9,2.484397,0.000000,0.000000
C18-10,2.488852,0.000000,0.000000
C18-11,2.470695,0.000000,0.000000
C18-12,2.553247,0.000000,0.000000
C18-13,2.421267,0.000000,0.000000
C18-14,2.501289,0.000000,0.000000
C18-15,2.573614,0.000000,0.000000
C18-16,2.565758,0.000000,0.000000
C18-17,2.458422,0.000000,0.000000
C18-18,2.652132,0.000000,0.000000
C18-19,3.146376,0.000000,0.000000
C18-20,2.767485,0.000000,0.000000
C18-21,2.829552,0.000000,0.000000
C18-22,2.937031,0.000000,0.000000
C18-23,2.936628,0.000000,0.000000
C18-24,2.990056,0.000000,0.000000
C18-25,3.016270,0.000000,0.000000
C18-26,3.220995,0.000000,0.000000
C18-27,3.062230,0.000000,0.000000
C18-28,3.091239,0.000000,0.000000
C18-29,3.128227,0.000000,0.000000
C18-30,3.223604,0.000000,0.000000
C18-31,3.203323,0.000000,0.000000
C18-32,3.243937,0.000000,0.000000
C18-33,3.258311,0.000000,0.000000
C18-34,3.289014,0.000000,0.000000
C18-35,3.249608,0.000000,0.000000
C18-36,3.163419,0.000000,0.000000
C18-37,3.217070,0.000000,0.000000
C18-38,2.832129,0.000000,0.000000
C18-39,2.750201,0.000000,0.000000
C18-40,2.706523,0.000000,0.000000
C18-41,2.832224,0.000000,0.000000
C18-42,2.854676,0.000000,0.000000
C18-43,2.277110,0.000000,0.000000
C18-44,3.171622,0.000000,0.000000
C18-45,1.176291,0.000000,0.000000
C18-46,0.886965,0.000000,0.000000
C18-47,0.659968,0.000000,0.000000
C18-48,-1.936551,0.000000,0.000000
C19-1,-9.654373,0.000000,0.000000
C19-2,-4.244353,0.000000,0.000000
C19-3,-9.788936,0.000000,0.000000
C19-4,-9.914834,0.000000,0.000000
C19-5,-9.589509,0.000000,0.000000
C19-6,-10.919744,0.000000,0.000000
C19-7,-4.353779,0.000000,0.000000
C19-8,-9.858868,0.000000,0.000000
C19-9,-9.514620,0.000000,0.000000
C19-10,-9.625338,0.000000,0.000000
C19-11,-9.960374,0.000000,0.000000
C19-12,-9.429089,0.000000,0.000000
C19-13,-9.903064,0.000000,0.000000
C19-14,-9.549147,0.000000,0.000000
C19-15,-9.245045,0.000000,0.000000
C19-16,-9.498372,0.000000,0.000000
C19-17,-10.675676,0.000000,0.000000
C19-18,-9.341231,0.000000,0.000000
C19-19,-5.712581,0.000000,0.000000
C19-20,-9.032862,0.000000,0.000000
C19-21,-8.866313,0.000000,0.000000
C19-22,-8.339523,0.000000,0.000000
C19-23,-8.702251,0.000000,0.000000
C19-24,-8.750291,0.000000,0.000000
C19-25,-8.677160,0.000000,0.000000
C19-26,-7.345223,0.000000,0.000000
C19-27,-9.042864,0.000000,0.000000
C19-28,-9.104860,0.000000,0.000000
C19-29,-9.002437,0.000000,0.000000
C19-30,-8.515473,0.000000,0.000000
C19-31,-8.923537,0.000000,0.000000
C19-32,-8.826054,0.000000,0.000000
C19-33,-8.869317,0.000000,0.000000
C19-34,-8.783056,0.000000,0.000000
C19-35,-8.802467,0.000000,0.000000
C19-36,-8.836349,0.000000,0.000000
C19-37,-8.921075,0.000000,0.000000
C19-38,-8.706735,0.000000,0.000000
C19-39,-8.650355,0.000000,0.000000
C19-40,-8.823639,0.000000,0.000000
C19-41,-9.019473,0.000000,0.000000
C19-42,-9.485373,0.000000,0.000000
C19-43,-9.855704,0.000000,0.000000
C19-44,-9.714997,0.000000,0.000000
C19-45,-11.015209,0.000000,0.000000
C19-46,-12.948324,0.000000,0.000000
C19-47,-12.092146,0.000000,0.000000
C19-48,-10.707306,0.000000,0.000000
C20-1,0.327659,0.000000,0.000000
C20-2,2.118848,0.000000,0.000000
C20-3,0.302741,0.000000,0.000000
C20-4,0.273770,0.000000,0.000000
C20-5,0.383494,0.000000,0.000000
C20-6,-0.051114,0.000000,0.000000
C20-7,2.132562,0.000000,0.000000
C20-8,0.340483,0.000000,0.000000
C20-9,0.461951,0.000000,0.000000
C20-10,0.443492,0.000000,0.000000
C20-11,0.356801,0.000000,0.000000
C20-12,0.546667,0.000000,0.000000
C20-13,0.320430,0.000000,0.000000
C20-14,0.471304,0.000000,0.000000
C20-15,0.604418,0.000000,0.000000
C20-16,0.544592,0.000000,0.000000
C20-17,0.197535,0.000000,0.000000
C20-18,0.661135,0.000000,0.000000
C20-19,1.890091,0.000000,0.000000
C20-20,0.837062,0.000000,0.000000
C20-21,0.931852,0.000000,0.000000
C20-22,1.145086,0.000000,0.000000
C20-23,1.069995,0.000000,0.000000
C20-24,1.112174,0.000000,0.000000
C20-25,1.152783,0.000000,0.000000
C20-26,1.626601,0.000000,0.000000
C20-27,1.122265,0.000000,0.000000
C20-28,1.137771,0.000000,0.000000
C20-29,1.194912,0.000000,0.000000
C20-30,1.388150,0.000000,0.000000
C20-31,1.284350,0.000000,0.000000
C20-32,1.344008,0.000000,0.000000
C20-33,1.349108,0.000000,0.000000
C20-34,1.396795,0.000000,0.000000
C20-35,1.356439,0.000000,0.000000
C20-36,1.268562,0.000000,0.000000
C20-37,1.302053,0.000000,0.000000
C20-38,0.984872,0.000000,0.000000
C20-39,0.920048,0.000000,0.000000
C20-40,0.843234,0.000000,0.000000
C20-41,0.930612,0.000000,0.000000
C20-42,0.968999,0.000000,0.000000
C20-43,0.631817,0.000000,0.000000
C20-44,1.355036,0.000000,0.000000
C20-45,-0.279259,0.000000,0.000000
C20-46,-1.177825,0.000000,0.000000
C20-47,-0.567245,0.000000,0.000000
C20-48,-2.460679,0.000000,0.000000
C21-1,-5.316171,0.000000,0.000000
C21-2,-2.228215,0.000000,0.000000
C21-3,-5.391895,0.000000,0.000000
C21-4,-5.463054,0.000000,0.000000
C21-5,-5.277253,0.000000,0.000000
C21-6,-6.036209,0.000000,0.000000
C21-7,-2.287919,0.000000,0.000000
C21-8,-5.428452,0.000000,0.000000
C21-9,-5.231547,0.000000,0.000000
C21-10,-5.293739,0.000000,0.000000
C21-11,-5.483636,0.000000,0.000000
C21-12,-5.179616,0.000000,0.000000
C21-13,-5.453977,0.000000,0.000000
C21-14,-5.250108,0.000000,0.000000
C21-15,-5.074743,0.000000,0.000000
C21-16,-5.218011,0.000000,0.000000
C21-17,-5.887641,0.000000,0.000000
C21-18,-5.124759,0.000000,0.000000
C21-19,-3.052061,0.000000,0.000000
C21-20,-4.944673,0.000000,0.000000
C21-21,-4.847423,0.000000,0.000000
C21-22,-4.544598,0.000000,0.000000
C21-23,-4.749155,0.000000,0.000000
C21-24,-4.773371,0.000000,0.000000
C21-25,-4.730725,0.000000,0.000000
C21-26,-3.968665,0.000000,0.000000
C21-27,-4.934468,0.000000,0.000000
C21-28,-4.967866,0.000000,0.000000
C21-29,-4.908124,0.000000,0.000000
C21-30,-4.628406,0.000000,0.000000
C21-31,-4.859596,0.000000,0.000000
C21-32,-4.802444,0.000000,0.000000
C21-33,-4.826066,0.000000,0.000000
C21-34,-4.775774,0.000000,0.000000
C21-35,-4.793174,0.000000,0.000000
C21-36,-4.823480,0.000000,0.000000
C21-37,-4.865510,0.000000,0.000000
C21-38,-4.794673,0.000000,0.000000
C21-39,-4.774514,0.000000,0.000000
C21-40,-4.877623,0.000000,0.000000
C21-41,-4.992298,0.000000,0.000000
C21-42,-5.441946,0.000000,0.000000
C21-43,-5.821355,0.000000,0.000000
C21-44,-4.909555,0.000000,0.000000
C21-45,-6.466025,0.000000,0.000000
C21-46,-6.742243,0.000000,0.000000
C21-47,-7.293193,0.000000,0.000000
C21-48,-6.997326,0.000000,0.000000
C22-1,-6.108003,0.000000,0.000000
C22-2,-3.653351,0.000000,0.000000
C22-3,-6.178682,0.000000,0.000000
C22-4,-6.242037,0.000000,0.000000
C22-5,-6.095417,0.000000,0.000000
C22-6,-6.701826,0.000000,0.000000
C22-7,-3.727484,0.000000,0.000000
C22-8,-6.240265,0.000000,0.000000
C22-9,-6.087744,0.000000,0.000000
C22-10,-6.146900,0.000000,0.000000
C22-11,-6.310795,0.000000,0.000000
C22-12,-6.076584,0.000000,0.000000
C22-13,-6.257660,0.000000,0.000000
C22-14,-6.113598,0.000000,0.000000
C22-15,-5.991518,0.000000,0.000000
C22-16,-6.118247,0.000000,0.000000
C22-17,-6.673366,0.000000,0.000000
C22-18,-6.078575,0.000000,0.000000
C22-19,-4.445681,0.000000,0.000000
C22-20,-5.974854,0.000000,0.000000
C22-21,-5.918723,0.000000,0.000000
C22-22,-5.698737,0.000000,0.000000
C22-23,-5.885377,0.000000,0.000000
C22-24,-5.935648,0.000000,0.000000
C22-25,-5.910505,0.000000,0.000000
C22-26,-5.322268,0.000000,0.000000
C22-27,-6.120829,0.000000,0.000000
C22-28,-6.166621,0.000000,0.000000
C22-29,-6.131538,0.000000,0.000000
C22-30,-5.926283,0.000000,0.000000
C22-31,-6.126777,0.000000,0.000000
C22-32,-6.095970,0.000000,0.000000
C22-33,-6.125122,0.000000,0.000000
C22-34,-6.095359,0.000000,0.000000
C22-35,-6.092493,0.000000,0.000000
C22-36,-6.077800,0.000000,0.000000
C22-37,-6.143139,0.000000,0.000000
C22-38,-5.889162,0.000000,0.000000
C22-39,-5.830922,0.000000,0.000000
C22-40,-5.903501,0.000000,0.000000
C22-41,-6.079567,0.000000,0.000000
C22-42,-6.602077,0.000000,0.000000
C22-43,-6.839065,0.000000,0.000000
C22-44,-6.221478,0.000000,0.000000
C22-45,-7.055172,0.000000,0.000000
C22-46,-6.867379,0.000000,0.000000
C22-47,-7.818528,0.000000,0.000000
C22-48,-6.444000,0.000000,0.000000
C23-1,-16.105274,0.000000,0.000000
C23-2,-10.718139,0.000000,0.000000
C23-3,-16.275436,0.000000,0.000000
C23-4,-16.424218,0.000000,0.000000
C23-5,-16.103979,0.000000,0.000000
C23-6,-17.439299,0.000000,0.000000
C23-7,-10.919104,0.000000,0.000000
C23-8,-16.457248,0.000000,0.000000
C23-9,-16.128256,0.000000,0.000000
C23-10,-16.272030,0.000000,0.000000
C23-11,-16.650292,0.000000,0.000000
C23-12,-16.146977,0.000000,0.000000
C23-13,-16.491273,0.000000,0.000000
C23-14,-16.200924,0.000000,0.000000
C23-15,-15.957848,0.000000,0.000000
C23-16,-16.254401,0.000000,0.000000
C23-17,-17.505444,0.000000,0.000000
C23-18,-16.216769,0.000000,0.000000
C23-19,-12.654229,0.000000,0.000000
C23-20,-16.045707,0.000000,0.000000
C23-21,-15.952897,0.000000,0.000000
C23-22,-15.499846,0.000000,0.000000
C23-23,-15.943941,0.000000,0.000000
C23-24,-16.098776,0.000000,0.000000
C23-25,-16.056158,0.000000,0.000000
C23-26,-14.790331,0.000000,0.000000
C23-27,-16.587139,0.000000,0.000000
C23-28,-16.715246,0.000000,0.000000
C23-29,-16.656050,0.000000,0.000000
C23-30,-16.230111,0.000000,0.000000
C23-31,-16.694115,0.000000,0.000000
C23-32,-16.647487,0.000000,0.000000
C23-33,-16.726347,0.000000,0.000000
C23-34,-16.675684,0.000000,0.000000
C23-35,-16.745951,0.000000,0.000000
C23-36,-16.810345,0.000000,0.000000
C23-37,-16.933212,0.000000,0.000000
C23-38,-16.772269,0.000000,0.000000
C23-39,-16.751488,0.000000,0.000000
C23-40,-16.967998,0.000000,0.000000
C23-41,-17.181631,0.000000,0.000000
C23-42,-17.520138,0.000000,0.000000
C23-43,-18.114486,0.000000,0.000000
C23-44,-16.124633,0.000000,0.000000
C23-45,-18.355786,0.000000,0.000000
C23-46,-16.148366,0.000000,0.000000
C23-47,-18.992616,0.000000,0.000000
C23-48,-17.366536,0.000000,0.000000
C24-1,3.088655,0.000000,0.000000
C24-2,6.774248,0.000000,0.000000
C24-3,3.204094,0.000000,0.000000
C24-4,3.144400,0.000000,0.000000
C24-5,3.042050,0.000000,0.000000
C24-6,5.601961,0.000000,0.000000
C24-7,6.626771,0.000000,0.000000
C24-8,3.322951,0.000000,0.000000
C24-9,3.290176,0.000000,0.000000
C24-10,3.291629,0.000000,0.000000
C24-11,3.420677,0.000000,0.000000
C24-12,3.501875,0.000000,0.000000
C24-13,3.217986,0.000000,0.000000
C24-14,3.408923,0.000000,0.000000
C24-15,3.621583,0.000000,0.000000
C24-16,3.799318,0.000000,0.000000
C24-17,6.130745,0.000000,0.000000
C24-18,4.112985,0.000000,0.000000
C24-19,6.331640,0.000000,0.000000
C24-20,4.497031,0.000000,0.000000
C24-21,4.729788,0.000000,0.000000
C24-22,4.895347,0.000000,0.000000
C24-23,5.043144,0.000000,0.000000
C24-24,5.179580,0.000000,0.000000
C24-25,5.161731,0.000000,0.000000
C24-26,6.025983,0.000000,0.000000
C24-27,5.480293,0.000000,0.000000
C24-28,6.059519,0.000000,0.000000
C24-29,5.658649,0.000000,0.000000
C24-30,5.837079,0.000000,0.000000
C24-31,5.944272,0.000000,0.000000
C24-32,6.029890,0.000000,0.000000
C24-33,6.114424,0.000000,0.000000
C24-34,6.260506,0.000000,0.000000
C24-35,6.297932,0.000000,0.000000
C24-36,6.269573,0.000000,0.000000
C24-37,6.327407,0.000000,0.000000
C24-38,6.256777,0.000000,0.000000
C24-39,6.277782,0.000000,0.000000
C24-40,6.299461,0.000000,0.000000
C24-41,6.355435,0.000000,0.000000
C24-42,5.837406,0.000000,0.000000
C24-43,5.897707,0.000000,0.000000
C24-44,5.876552,0.000000,0.000000
C24-45,4.821220,0.000000,0.000000
C24-46,1.603858,0.000000,0.000000
C24-47,4.131420,0.000000,0.000000
C24-48,1.774462,0.000000,0.000000
C25-1-1,-8.824293,0.000000,0.000000
C25-1-2,-4.353351,0.000000,0.000000
C25-1-3,-9.016112,0.000000,0.000000
C25-1-4,-9.127186,0.000000,0.000000
C25-1-5,-8.705200,0.000000,0.000000
C25-1-6,-8.144504,0.000000,0.000000
C25-1-7,-4.393530,0.000000,0.000000
C25-1-8,-9.074442,0.000000,0.000000
C25-1-9,-8.619421,0.000000,0.000000
C25-1-10,-8.702122,0.000000,0.000000
C25-1-11,-9.147204,0.000000,0.000000
C25-1-12,-8.548087,0.000000,0.000000
C25-1-13,-9.115437,0.000000,0.000000
C25-1-14,-8.724354,0.000000,0.000000
C25-1-15,-8.359284,0.000000,0.000000
C25-1-16,-8.687128,0.000000,0.000000
C25-1-17,-8.318262,0.000000,0.000000
C25-1-18,-8.502029,0.000000,0.000000
C25-1-19,-5.315935,0.000000,0.000000
C25-1-20,-8.214403,0.000000,0.000000
C25-1-21,-8.049027,0.000000,0.000000
C25-1-22,-7.433597,0.000000,0.000000
C25-1-23,-7.884869,0.000000,0.000000
C25-1-24,-7.903695,0.000000,0.000000
C25-1-25,-7.726373,0.000000,0.000000
C25-1-26,-6.481406,0.000000,0.000000
C25-1-27,-8.074808,0.000000,0.000000
C25-1-28,-7.723261,0.000000,0.000000
C25-1-29,-8.054589,0.000000,0.000000
C25-1-30,-7.485389,0.000000,0.000000
C25-1-31,-7.970330,0.000000,0.000000
C25-1-32,-7.826138,0.000000,0.000000
C25-1-33,-7.930386,0.000000,0.000000
C25-1-34,-7.845209,0.000000,0.000000
C25-1-35,-7.872769,0.000000,0.000000
C25-1-36,-7.921400,0.000000,0.000000
C25-1-37,-8.019260,0.000000,0.000000
C25-1-38,-7.985708,0.000000,0.000000
C25-1-39,-8.009724,0.000000,0.000000
C25-1-40,-8.169633,0.000000,0.000000
C25-1-41,-8.301561,0.000000,0.000000
C25-1-42,-8.358070,0.000000,0.000000
C25-1-43,-8.387045,0.000000,0.000000
C25-1-44,-7.813751,0.000000,0.000000
C25-1-45,-8.699032,0.000000,0.000000
C25-1-46,-9.176977,0.000000,0.000000
C25-1-47,-8.900791,0.000000,0.000000
C25-1-48,-7.862256,0.000000,0.000000
C25-2-1,-8.824293,0.000000,0.000000
C25-2-2,-4.353351,0.000000,0.000000
C25-2-3,-9.016112,0.000000,0.000000
C25-2-4,-9.127186,0.000000,0.000000
C25-2-5,-8.705200,0.000000,0.000000
C25-2-6,-8.144504,0.000000,0.000000
C25-2-7,-4.393530,0.000000,0.000000
C25-2-8,-9.074442,0.000000,0.000000
C25-2-9,-8.619421,0.000000,0.000000
C25-2-10,-8.702122,0.000000,0.000000
C25-2-11,-9.147204,0.000000,0.000000
C25-2-12,-8.548087,0.000000,0.000000
C25-2-13,-9.115437,0.000000,0.000000
C25-2-14,-8.724354,0.000000,0.000000
C25-2-15,-8.359284,0.000000,0.000000
C25-2-16,-8.687128,0.000000,0.000000
C25-2-17,-8.318262,0.000000,0.000000
C25-2-18,-8.502029,0.000000,0.000000
C25-2-19,-5.315935,0.000000,0.000000
C25-2-20,-8.214403,0.000000,0.000000
C25-2-21,-8.049027,0.000000,0.000000
C25-2-22,-7.433597,0.000000,0.000000
C25-2-23,-7.884869,0.000000,0.000000
C25-2-24,-7.903695,0.000000,0.000000
C25-2-25,-7.726373,0.000000,0.000000
C25-2-26,-6.481406,0.000000,0.000000
C25-2-27,-8.074808,0.000000,0.000000
C25-2-28,-7.723261,0.000000,0.000000
C25-2-29,-8.054589,0.000000,0.000000
C25-2-30,-7.485389,0.000000,0.000000
C25-2-31,-7.970330,0.000000,0.000000
C25-2-32,-7.826138,0.000000,0.000000
C25-2-33,-7.930386,0.000000,0.000000
C25-2-34,-7.845209,0.000000,0.000000
C25-2-35,-7.872769,0.000000,0.000000
C25-2-36,-7.921400,0.000000,0.000000
C25-2-37,-8.019260,0.000000,0.000000
C25-2-38,-7.985708,0.000000,0.000000
C25-2-39,-8.009724,0.000000,0.000000
C25-2-40,-8.169633,0.000000,0.000000
C25-2-41,-8.301561,0.000000,0.000000
C25-2-42,-8.358070,0.000000,0.000000
C25-2-43,-8.387045,0.000000,0.000000
C25-2-44,-7.813751,0.000000,0.000000
C25-2-45,-8.699032,0.000000,0.000000
C25-2-46,-9.176977,0.000000,0.000000
C25-2-47,-8.900791,0.000000,0.000000
C25-2-48,-7.862256,0.000000,0.000000
C26-1,4.019025,0.000000,0.000000
C26-2,-8.645847,0.000000,0.000000
C26-3,4.229055,0.000000,0.000000
C26-4,4.473504,0.000000,0.000000
C26-5,3.723571,0.000000,0.000000
C26-6,0.033958,0.000000,0.000000
C26-7,-8.567585,0.000000,0.000000
C26-8,4.044043,0.000000,0.000000
C26-9,3.141847,0.000000,0.000000
C26-10,3.251783,0.000000,0.000000
C26-11,3.942267,0.000000,0.000000
C26-12,2.617130,0.000000,0.000000
C26-13,4.247618,0.000000,0.000000
C26-14,3.170644,0.000000,0.000000
C26-15,2.128126,0.000000,0.000000
C26-16,2.535447,0.000000,0.000000
C26-17,-0.654203,0.000000,0.000000
C26-18,1.656303,0.000000,0.000000
C26-19,-7.042566,0.000000,0.000000
C26-20,0.472643,0.000000,0.000000
C26-21,-0.211358,0.000000,0.000000
C26-22,-1.728269,0.000000,0.000000
C26-23,-1.106477,0.000000,0.000000
C26-24,-1.379765,0.000000,0.000000
C26-25,-1.766420,0.000000,0.000000
C26-26,-5.228631,0.000000,0.000000
C26-27,-1.658177,0.000000,0.000000
C26-28,-3.048525,0.000000,0.000000
C26-29,-2.055632,0.000000,0.000000
C26-30,-3.472177,0.000000,0.000000
C26-31,-2.700896,0.000000,0.000000
C26-32,-3.157995,0.000000,0.000000
C26-33,-3.092202,0.000000,0.000000
C26-34,-3.466807,0.000000,0.000000
C26-35,-3.532209,0.000000,0.000000
C26-36,-3.456446,0.000000,0.000000
C26-37,-3.380884,0.000000,0.000000
C26-38,-3.464610,0.000000,0.000000
C26-39,-3.495752,0.000000,0.000000
C26-40,-3.268246,0.000000,0.000000
C26-41,-3.089448,0.000000,0.000000
C26-42,-2.549808,0.000000,0.000000
C26-43,-2.618636,0.000000,0.000000
C26-44,-3.827166,0.000000,0.000000
C26-45,-1.092679,0.000000,0.000000
C26-46,3.051488,0.000000,0.000000
C26-47,-0.069996,0.000000,0.000000
C26-48,0.168344,0.000000,0.000000
C27-1,-38.040891,0.000000,0.000000
C27-2,-23.473801,0.000000,0.000000
C27-3,-38.317066,0.000000,0.000000
C27-4,-38.708302,0.000000,0.000000
C27-5,-38.168713,0.000000,0.000000
C27-6,-38.320209,0.000000,0.000000
C27-7,-24.149064,0.000000,0.000000
C27-8,-38.714031,0.000000,0.000000
C27-9,-38.100553,0.000000,0.000000
C27-10,-38.433911,0.000000,0.000000
C27-11,-39.128048,0.000000,0.000000
C27-12,-38.064273,0.000000,0.000000
C27-13,-38.874500,0.000000,0.000000
C27-14,-38.179301,0.000000,0.000000
C27-15,-37.554775,0.000000,0.000000
C27-16,-38.034721,0.000000,0.000000
C27-17,-38.334547,0.000000,0.000000
C27-18,-37.802452,0.000000,0.000000
C27-19,-28.455043,0.000000,0.000000
C27-20,-37.253015,0.000000,0.000000
C27-21,-36.929528,0.000000,0.000000
C27-22,-35.943566,0.000000,0.000000
C27-23,-36.802604,0.000000,0.000000
C27-24,-37.120640,0.000000,0.000000
C27-25,-37.092410,0.000000,0.000000
C27-26,-33.751412,0.000000,0.000000
C27-27,-38.067341,0.000000,0.000000
C27-28,-37.834790,0.000000,0.000000
C27-29,-38.172770,0.000000,0.000000
C27-30,-37.212085,0.000000,0.000000
C27-31,-38.118516,0.000000,0.000000
C27-32,-38.005526,0.000000,0.000000
C27-33,-38.127676,0.000000,0.000000
C27-34,-37.925926,0.000000,0.000000
